name,n_conformers,pct_V_bur_boltz,pct_V_bur_min_E,pct_V_bur_min,pct_V_bur_max
fragment_00001,1,13.38,13.38,13.38,13.38
fragment_00002,1,15.69,15.69,15.69,15.69
fragment_00003,1,18.95,18.95,18.95,18.95
fragment_00004,2,22.15,22.15,22.15,22.15
fragment_00005,1,21.08,21.08,21.08,21.08
fragment_00006,1,24.54,24.54,24.54,24.54
fragment_00007,2,20.6,20.6,20.6,20.6
fragment_00008,1,20.43,20.43,20.43,20.43
fragment_00009,3,21.24,22.22,19.24,22.22
fragment_00010,1,21.45,21.45,21.45,21.45
