mol_file,atom1_idx,element,mol_vol,vbur
mol_0003_0001.xyz,8,C,0,97.76
mol_0004_0001.xyz,3,C,0,98.636
mol_0005_0001.xyz,7,C,0,99.382
mol_0006_0001.xyz,24,C,0,97.442
mol_0007_0001.xyz,4,C,0,98.168
mol_0008_0001.xyz,8,C,0,97.392
mol_0009_0001.xyz,31,C,0,99.094
mol_0011_0001.xyz,11,C,0,98.848
mol_0013_0001.xyz,7,C,0,95.878
mol_0014_0001.xyz,23,C,0,97.715
mol_0016_0001.xyz,4,C,0,97.53
mol_0021_0001.xyz,11,C,0,98.447
mol_0022_0001.xyz,16,C,0,97.397
mol_0025_0001.xyz,14,C,0,98.127
mol_0027_0001.xyz,18,C,0,99.605
mol_0028_0001.xyz,12,C,0,97.711
mol_0029_0001.xyz,8,C,0,98.753
mol_0030_0001.xyz,25,C,0,98.738
mol_0032_0001.xyz,3,C,0,98.754
mol_0033_0001.xyz,27,C,0,97.901
mol_0037_0001.xyz,23,C,0,96.507
mol_0038_0001.xyz,19,C,0,97.933
mol_0043_0001.xyz,24,C,0,100.0
mol_0047_0001.xyz,15,C,0,96.996
mol_0048_0001.xyz,9,C,0,100.0
mol_0049_0001.xyz,4,C,0,98.35
mol_0050_0001.xyz,14,C,0,98.244
mol_0051_0001.xyz,23,C,0,97.051
mol_0052_0001.xyz,22,C,0,97.005
mol_0054_0001.xyz,12,C,0,98.984
mol_0057_0001.xyz,9,C,0,98.775
mol_0058_0001.xyz,5,C,0,97.959
mol_0060_0001.xyz,18,C,0,99.869
mol_0062_0001.xyz,1,C,0,97.734
mol_0064_0001.xyz,16,C,0,99.193
mol_0068_0001.xyz,17,C,0,98.206
mol_0070_0001.xyz,5,C,0,97.921
mol_0075_0001.xyz,4,C,0,99.531
mol_0077_0001.xyz,12,C,0,98.954
mol_0078_0001.xyz,5,C,0,98.771
mol_0079_0001.xyz,13,C,0,98.227
mol_0080_0001.xyz,6,C,0,99.374
mol_0082_0001.xyz,2,C,0,98.528
mol_0085_0001.xyz,8,C,0,99.808
mol_0086_0001.xyz,2,C,0,97.23
mol_0088_0001.xyz,5,C,0,97.975
mol_0090_0001.xyz,14,C,0,96.775
mol_0091_0001.xyz,18,C,0,96.423
mol_0094_0001.xyz,22,C,0,98.524
mol_0095_0001.xyz,19,C,0,97.592
mol_0098_0001.xyz,15,C,0,97.457
mol_0100_0001.xyz,11,C,0,98.952
mol_0102_0001.xyz,11,C,0,99.328
mol_0105_0001.xyz,19,C,0,95.991
mol_0106_0001.xyz,5,C,0,98.076
mol_0110_0001.xyz,30,C,0,97.113
mol_0111_0001.xyz,22,C,0,98.876
mol_0112_0001.xyz,27,C,0,97.616
mol_0113_0001.xyz,20,C,0,97.945
mol_0114_0001.xyz,18,C,0,99.552
mol_0116_0001.xyz,3,C,0,99.932
mol_0117_0001.xyz,15,C,0,98.095
mol_0118_0001.xyz,5,C,0,99.36
mol_0119_0001.xyz,7,C,0,98.832
mol_0121_0001.xyz,6,C,0,98.246
mol_0122_0001.xyz,10,C,0,96.73
mol_0123_0001.xyz,13,C,0,98.452
mol_0124_0001.xyz,9,C,0,98.631
mol_0125_0001.xyz,19,C,0,98.477
mol_0130_0001.xyz,11,C,0,96.919
mol_0131_0001.xyz,5,C,0,99.494
mol_0132_0001.xyz,23,C,0,97.835
mol_0134_0001.xyz,22,C,0,98.908
mol_0136_0001.xyz,11,C,0,99.527
mol_0137_0001.xyz,1,C,0,94.799
mol_0138_0001.xyz,6,C,0,99.66
mol_0141_0001.xyz,17,C,0,96.544
mol_0143_0001.xyz,11,C,0,100.0
mol_0144_0001.xyz,6,C,0,98.855
mol_0147_0001.xyz,18,C,0,96.7
mol_0150_0001.xyz,9,C,0,98.306
mol_0151_0001.xyz,19,C,0,97.724
mol_0152_0001.xyz,13,C,0,98.989
mol_0155_0001.xyz,20,C,0,97.225
mol_0160_0001.xyz,18,C,0,98.726
mol_0163_0001.xyz,4,C,0,99.666
mol_0165_0001.xyz,25,C,0,97.877
mol_0167_0001.xyz,18,C,0,97.71
mol_0170_0001.xyz,22,C,0,95.935
mol_0173_0001.xyz,3,C,0,96.955
mol_0175_0001.xyz,18,C,0,100.0
mol_0177_0001.xyz,13,C,0,96.767
mol_0180_0001.xyz,20,C,0,99.805
mol_0181_0001.xyz,19,C,0,97.048
mol_0183_0001.xyz,1,C,0,96.512
mol_0184_0001.xyz,12,C,0,99.21
mol_0187_0001.xyz,20,C,0,97.755
mol_0190_0001.xyz,26,C,0,97.143
mol_0202_0001.xyz,14,C,0,97.994
mol_0203_0001.xyz,19,C,0,97.523
mol_0204_0001.xyz,14,C,0,97.705
mol_0205_0001.xyz,21,C,0,96.766
mol_0210_0001.xyz,12,C,0,96.445
mol_0211_0001.xyz,5,C,0,97.559
mol_0212_0001.xyz,18,C,0,96.936
mol_0215_0001.xyz,5,C,0,96.643
mol_0216_0001.xyz,22,C,0,99.316
mol_0218_0001.xyz,27,C,0,96.873
mol_0219_0001.xyz,22,C,0,96.87
mol_0220_0001.xyz,8,C,0,99.621
mol_0221_0001.xyz,5,C,0,100.0
mol_0222_0001.xyz,26,C,0,97.693
mol_0225_0001.xyz,6,C,0,99.564
mol_0226_0001.xyz,21,C,0,96.632
mol_0231_0001.xyz,7,C,0,99.447
mol_0236_0001.xyz,3,C,0,97.629
mol_0239_0001.xyz,16,C,0,99.188
mol_0242_0001.xyz,20,C,0,96.534
mol_0243_0001.xyz,10,C,0,97.503
mol_0245_0001.xyz,2,C,0,97.764
mol_0246_0001.xyz,16,C,0,98.363
mol_0248_0001.xyz,12,C,0,96.733
mol_0251_0001.xyz,6,C,0,98.538
mol_0253_0001.xyz,12,C,0,98.731
mol_0254_0001.xyz,1,C,0,94.925
mol_0256_0001.xyz,9,C,0,98.642
mol_0257_0001.xyz,2,C,0,98.489
mol_0258_0001.xyz,3,C,0,99.348
mol_0259_0001.xyz,26,C,0,96.232
mol_0260_0001.xyz,7,C,0,98.852
mol_0263_0001.xyz,16,C,0,96.326
mol_0266_0001.xyz,17,C,0,99.122
mol_0267_0001.xyz,18,C,0,97.767
mol_0268_0001.xyz,8,C,0,97.686
mol_0275_0001.xyz,5,C,0,98.326
mol_0277_0001.xyz,12,C,0,99.851
mol_0279_0001.xyz,13,C,0,96.478
mol_0282_0001.xyz,7,C,0,98.794
mol_0284_0001.xyz,12,C,0,97.559
mol_0285_0001.xyz,11,C,0,97.984
mol_0288_0001.xyz,10,C,0,97.3
mol_0289_0001.xyz,11,C,0,97.59
mol_0292_0001.xyz,20,C,0,98.641
mol_0293_0001.xyz,4,C,0,97.559
mol_0294_0001.xyz,9,C,0,97.418
mol_0298_0001.xyz,11,C,0,96.964
mol_0300_0001.xyz,6,C,0,97.788
mol_0301_0001.xyz,14,C,0,99.92
mol_0307_0001.xyz,4,C,0,96.9
mol_0308_0001.xyz,16,C,0,96.093
mol_0311_0001.xyz,3,C,0,97.744
