mol_file,atom1_idx,element,mol_vol,vbur
mol_0003_0001.xyz,8,C,303.231,60.103
mol_0004_0001.xyz,3,C,349.448,55.198
mol_0005_0001.xyz,7,C,325.726,62.74
mol_0006_0001.xyz,24,C,361.345,60.99
mol_0007_0001.xyz,4,C,383.185,57.674
mol_0008_0001.xyz,8,C,293.347,56.569
mol_0009_0001.xyz,31,C,519.051,64.122
mol_0011_0001.xyz,11,C,389.245,64.544
mol_0013_0001.xyz,7,C,432.795,59.471
mol_0014_0001.xyz,23,C,392.726,60.152
mol_0016_0001.xyz,4,C,372.714,53.139
mol_0021_0001.xyz,11,C,353.664,67.475
mol_0022_0001.xyz,16,C,396.659,49.564
mol_0025_0001.xyz,14,C,319.908,56.475
mol_0027_0001.xyz,18,C,363.377,73.202
mol_0028_0001.xyz,12,C,221.366,49.061
mol_0029_0001.xyz,8,C,366.188,53.283
mol_0030_0001.xyz,25,C,506.484,70.979
mol_0032_0001.xyz,3,C,356.164,71.658
mol_0033_0001.xyz,27,C,445.143,66.642
mol_0037_0001.xyz,23,C,436.656,49.047
mol_0038_0001.xyz,19,C,375.784,55.099
mol_0043_0001.xyz,24,C,473.357,76.211
mol_0047_0001.xyz,15,C,400.627,46.427
mol_0048_0001.xyz,9,C,290.364,83.936
mol_0049_0001.xyz,4,C,361.898,53.245
mol_0050_0001.xyz,14,C,402.299,65.206
mol_0051_0001.xyz,23,C,382.099,48.987
mol_0052_0001.xyz,22,C,384.747,58.024
mol_0054_0001.xyz,12,C,366.009,61.353
mol_0057_0001.xyz,9,C,264.298,64.359
mol_0058_0001.xyz,5,C,381.799,58.44
mol_0060_0001.xyz,18,C,293.957,80.469
mol_0062_0001.xyz,1,C,251.822,46.401
mol_0064_0001.xyz,16,C,437.679,62.848
mol_0068_0001.xyz,17,C,369.853,62.694
mol_0070_0001.xyz,5,C,370.823,68.668
mol_0075_0001.xyz,4,C,367.99,67.811
mol_0077_0001.xyz,12,C,398.898,64.016
mol_0078_0001.xyz,5,C,338.803,54.875
mol_0079_0001.xyz,13,C,354.282,56.547
mol_0080_0001.xyz,6,C,368.817,58.812
mol_0082_0001.xyz,2,C,401.52,71.086
mol_0085_0001.xyz,8,C,391.592,71.367
mol_0086_0001.xyz,2,C,365.598,62.454
mol_0088_0001.xyz,5,C,295.478,62.684
mol_0090_0001.xyz,14,C,393.631,69.561
mol_0091_0001.xyz,18,C,381.988,55.806
mol_0094_0001.xyz,22,C,394.538,59.665
mol_0095_0001.xyz,19,C,379.271,48.719
mol_0098_0001.xyz,15,C,373.436,57.688
mol_0100_0001.xyz,11,C,388.658,61.355
mol_0102_0001.xyz,11,C,331.65,61.632
mol_0105_0001.xyz,19,C,367.969,44.743
mol_0106_0001.xyz,5,C,336.19,69.337
mol_0110_0001.xyz,30,C,457.185,52.004
mol_0111_0001.xyz,22,C,393.053,61.916
mol_0112_0001.xyz,27,C,437.489,57.07
mol_0113_0001.xyz,20,C,481.343,66.011
mol_0114_0001.xyz,18,C,513.323,78.779
mol_0116_0001.xyz,3,C,379.182,71.073
mol_0117_0001.xyz,15,C,392.715,55.948
mol_0118_0001.xyz,5,C,353.638,75.587
mol_0119_0001.xyz,7,C,349.444,60.914
mol_0121_0001.xyz,6,C,307.427,50.158
mol_0122_0001.xyz,10,C,212.408,50.735
mol_0123_0001.xyz,13,C,384.887,60.171
mol_0124_0001.xyz,9,C,253.345,59.959
mol_0125_0001.xyz,19,C,381.214,64.922
mol_0130_0001.xyz,11,C,443.063,52.323
mol_0131_0001.xyz,5,C,364.514,69.606
mol_0132_0001.xyz,23,C,464.539,56.283
mol_0134_0001.xyz,22,C,389.191,63.162
mol_0136_0001.xyz,11,C,244.479,63.659
mol_0137_0001.xyz,1,C,352.847,39.441
mol_0138_0001.xyz,6,C,242.309,72.317
mol_0141_0001.xyz,17,C,364.815,39.726
mol_0143_0001.xyz,11,C,300.891,79.981
mol_0144_0001.xyz,6,C,357.434,68.452
mol_0147_0001.xyz,18,C,350.805,50.636
mol_0150_0001.xyz,9,C,412.508,66.256
mol_0151_0001.xyz,19,C,303.688,61.695
mol_0152_0001.xyz,13,C,484.111,65.171
mol_0155_0001.xyz,20,C,366.356,47.932
mol_0160_0001.xyz,18,C,287.142,64.086
mol_0163_0001.xyz,4,C,441.737,72.122
mol_0165_0001.xyz,25,C,449.624,63.065
mol_0167_0001.xyz,18,C,314.409,63.07
mol_0170_0001.xyz,22,C,365.499,52.162
mol_0173_0001.xyz,3,C,299.691,49.897
mol_0175_0001.xyz,18,C,366.829,67.821
mol_0177_0001.xyz,13,C,340.88,52.436
mol_0180_0001.xyz,20,C,446.112,73.951
mol_0181_0001.xyz,19,C,394.8,47.545
mol_0183_0001.xyz,1,C,288.608,44.882
mol_0184_0001.xyz,12,C,370.716,68.148
mol_0187_0001.xyz,20,C,465.885,60.592
mol_0190_0001.xyz,26,C,377.007,62.715
mol_0202_0001.xyz,14,C,378.096,57.476
mol_0203_0001.xyz,19,C,402.749,56.73
mol_0204_0001.xyz,14,C,384.254,51.992
mol_0205_0001.xyz,21,C,440.801,50.773
mol_0210_0001.xyz,12,C,389.433,47.651
mol_0211_0001.xyz,5,C,337.374,54.831
mol_0212_0001.xyz,18,C,351.609,47.696
mol_0215_0001.xyz,5,C,278.846,50.126
mol_0216_0001.xyz,22,C,401.74,63.087
mol_0218_0001.xyz,27,C,393.584,52.104
mol_0219_0001.xyz,22,C,400.389,54.873
mol_0220_0001.xyz,8,C,341.137,64.684
mol_0221_0001.xyz,5,C,302.707,83.582
mol_0222_0001.xyz,26,C,448.693,53.712
mol_0225_0001.xyz,6,C,479.817,75.96
mol_0226_0001.xyz,21,C,413.512,50.43
mol_0231_0001.xyz,7,C,436.262,73.523
mol_0236_0001.xyz,3,C,383.123,53.115
mol_0239_0001.xyz,16,C,437.952,66.912
mol_0242_0001.xyz,20,C,378.748,53.818
mol_0243_0001.xyz,10,C,295.687,48.322
