mol_file,atom1_idx,element,mol_vol,vbur
mol_0003_0001.xyz,8,C,0,44.512
mol_0004_0001.xyz,3,C,0,35.858
mol_0005_0001.xyz,7,C,0,48.97
mol_0006_0001.xyz,24,C,0,44.126
mol_0007_0001.xyz,4,C,0,38.66
mol_0008_0001.xyz,8,C,0,37.176
mol_0009_0001.xyz,31,C,0,48.652
mol_0011_0001.xyz,11,C,0,47.119
mol_0013_0001.xyz,7,C,0,41.109
mol_0014_0001.xyz,23,C,0,42.93
mol_0016_0001.xyz,4,C,0,35.339
mol_0021_0001.xyz,11,C,0,48.29
mol_0022_0001.xyz,16,C,0,36.931
mol_0025_0001.xyz,14,C,0,38.568
mol_0027_0001.xyz,18,C,0,50.995
mol_0028_0001.xyz,12,C,0,31.835
mol_0029_0001.xyz,8,C,0,36.49
mol_0030_0001.xyz,25,C,0,48.172
mol_0032_0001.xyz,3,C,0,50.817
mol_0033_0001.xyz,27,C,0,53.963
mol_0037_0001.xyz,23,C,0,35.729
mol_0038_0001.xyz,19,C,0,36.884
mol_0043_0001.xyz,24,C,0,48.653
mol_0047_0001.xyz,15,C,0,26.543
mol_0048_0001.xyz,9,C,0,61.112
mol_0049_0001.xyz,4,C,0,42.96
mol_0050_0001.xyz,14,C,0,45.082
mol_0051_0001.xyz,23,C,0,32.566
mol_0052_0001.xyz,22,C,0,41.689
mol_0054_0001.xyz,12,C,0,45.053
mol_0057_0001.xyz,9,C,0,39.44
mol_0058_0001.xyz,5,C,0,42.204
mol_0060_0001.xyz,18,C,0,58.119
mol_0062_0001.xyz,1,C,0,35.89
mol_0064_0001.xyz,16,C,0,43.805
mol_0068_0001.xyz,17,C,0,48.968
mol_0070_0001.xyz,5,C,0,49.973
mol_0075_0001.xyz,4,C,0,45.005
mol_0077_0001.xyz,12,C,0,40.743
mol_0078_0001.xyz,5,C,0,39.926
mol_0079_0001.xyz,13,C,0,37.55
mol_0080_0001.xyz,6,C,0,41.638
mol_0082_0001.xyz,2,C,0,53.941
mol_0085_0001.xyz,8,C,0,50.76
mol_0086_0001.xyz,2,C,0,46.256
mol_0088_0001.xyz,5,C,0,41.504
mol_0090_0001.xyz,14,C,0,53.714
mol_0091_0001.xyz,18,C,0,35.982
mol_0094_0001.xyz,22,C,0,43.314
mol_0095_0001.xyz,19,C,0,34.149
mol_0098_0001.xyz,15,C,0,39.75
mol_0100_0001.xyz,11,C,0,46.791
mol_0102_0001.xyz,11,C,0,46.808
mol_0105_0001.xyz,19,C,0,26.236
mol_0106_0001.xyz,5,C,0,50.026
mol_0110_0001.xyz,30,C,0,35.97
mol_0111_0001.xyz,22,C,0,45.4
mol_0112_0001.xyz,27,C,0,37.748
mol_0113_0001.xyz,20,C,0,55.234
mol_0114_0001.xyz,18,C,0,58.978
mol_0116_0001.xyz,3,C,0,47.401
mol_0117_0001.xyz,15,C,0,37.771
mol_0118_0001.xyz,5,C,0,55.439
mol_0119_0001.xyz,7,C,0,44.542
mol_0121_0001.xyz,6,C,0,34.497
mol_0122_0001.xyz,10,C,0,30.601
mol_0123_0001.xyz,13,C,0,40.577
