mol_file,atom1_idx,element,mol_vol,vbur
mol_0003_0001.xyz,8,C,312.54,61.35
mol_0004_0001.xyz,3,C,359.451,56.557
mol_0005_0001.xyz,7,C,334.885,63.8
mol_0006_0001.xyz,24,C,372.464,62.207
mol_0007_0001.xyz,4,C,394.758,58.924
mol_0008_0001.xyz,8,C,302.45,57.869
mol_0009_0001.xyz,31,C,534.117,65.313
mol_0011_0001.xyz,11,C,400.885,65.764
mol_0013_0001.xyz,7,C,445.786,60.881
mol_0014_0001.xyz,23,C,404.702,61.451
mol_0016_0001.xyz,4,C,384.369,54.34
mol_0021_0001.xyz,11,C,364.562,68.8
mol_0022_0001.xyz,16,C,407.738,50.684
mol_0025_0001.xyz,14,C,329.376,57.697
mol_0027_0001.xyz,18,C,374.267,74.569
mol_0028_0001.xyz,12,C,227.708,50.24
mol_0029_0001.xyz,8,C,377.012,54.473
mol_0030_0001.xyz,25,C,520.859,72.292
mol_0032_0001.xyz,3,C,366.375,72.923
mol_0033_0001.xyz,27,C,458.018,67.905
mol_0037_0001.xyz,23,C,449.801,50.303
mol_0038_0001.xyz,19,C,387.006,56.343
mol_0043_0001.xyz,24,C,486.157,77.874
mol_0047_0001.xyz,15,C,412.447,47.727
mol_0048_0001.xyz,9,C,298.269,85.18
mol_0049_0001.xyz,4,C,372.298,54.312
mol_0050_0001.xyz,14,C,414.042,66.642
mol_0051_0001.xyz,23,C,393.554,50.28
mol_0052_0001.xyz,22,C,396.137,59.205
mol_0054_0001.xyz,12,C,380.904,62.559
mol_0057_0001.xyz,9,C,269.305,65.755
mol_0058_0001.xyz,5,C,392.531,59.727
mol_0060_0001.xyz,18,C,302.316,81.56
mol_0062_0001.xyz,1,C,259.131,47.542
mol_0064_0001.xyz,16,C,450.709,64.096
mol_0068_0001.xyz,17,C,380.625,64.01
mol_0070_0001.xyz,5,C,385.056,69.936
mol_0075_0001.xyz,4,C,376.825,69.259
mol_0077_0001.xyz,12,C,410.534,65.463
mol_0078_0001.xyz,5,C,348.481,56.086
mol_0079_0001.xyz,13,C,364.854,57.828
mol_0080_0001.xyz,6,C,379.211,60.049
mol_0082_0001.xyz,2,C,412.648,72.354
mol_0085_0001.xyz,8,C,403.185,72.73
mol_0086_0001.xyz,2,C,376.241,63.86
mol_0088_0001.xyz,5,C,301.951,64.077
mol_0090_0001.xyz,14,C,402.501,70.84
mol_0091_0001.xyz,18,C,395.819,57.013
mol_0094_0001.xyz,22,C,406.397,60.811
mol_0095_0001.xyz,19,C,390.952,49.794
mol_0098_0001.xyz,15,C,384.891,59.145
mol_0100_0001.xyz,11,C,400.226,62.59
mol_0102_0001.xyz,11,C,338.873,62.741
mol_0105_0001.xyz,19,C,379.296,46.074
mol_0106_0001.xyz,5,C,346.312,70.598
mol_0110_0001.xyz,30,C,470.705,53.232
mol_0111_0001.xyz,22,C,404.323,63.051
mol_0112_0001.xyz,27,C,450.061,58.316
mol_0113_0001.xyz,20,C,494.736,67.441
mol_0114_0001.xyz,18,C,527.328,79.988
mol_0116_0001.xyz,3,C,389.924,72.448
mol_0117_0001.xyz,15,C,404.77,57.174
mol_0118_0001.xyz,5,C,364.142,76.924
mol_0119_0001.xyz,7,C,360.248,62.25
mol_0121_0001.xyz,6,C,316.497,51.375
mol_0122_0001.xyz,10,C,219.225,51.997
mol_0123_0001.xyz,13,C,396.266,61.709
mol_0124_0001.xyz,9,C,261.764,61.492
mol_0125_0001.xyz,19,C,389.564,66.124
mol_0130_0001.xyz,11,C,455.745,53.623
mol_0131_0001.xyz,5,C,375.401,70.886
mol_0132_0001.xyz,23,C,477.797,57.873
mol_0134_0001.xyz,22,C,395.781,64.35
mol_0136_0001.xyz,11,C,252.058,65.23
mol_0137_0001.xyz,1,C,360.415,40.644
mol_0138_0001.xyz,6,C,249.582,73.623
mol_0141_0001.xyz,17,C,375.88,40.868
mol_0143_0001.xyz,11,C,310.9,81.549
mol_0144_0001.xyz,6,C,367.556,69.614
mol_0147_0001.xyz,18,C,360.917,51.88
mol_0150_0001.xyz,9,C,424.941,67.623
