
   ·▄▄▄▄  ▄▄▄▄· .▄▄ ·▄▄▄▄▄▄▄▄ . ▄▄▄·
   ██▊ ██ ▐█ ▀█▊▐█ ▀.•██  ▀▄.▀·▐█ ▄█
   ▐█· ▐█▌▐█▀▀█▄▄▀▀▀█▄▐█.▊▐▀▀▊▄ ██▀·
   ██. ██ ██▄▊▐█▐█▄▊▐█▐█▌·▐█▄▄▌▐█▊·•
   ▀▀▀▀▀• ·▀▀▀▀  ▀▀▀▀ ▀▀▀  ▀▀▀ .▀   

   Buried volume (Vbur) will be computed
   Using a Cartesian grid-spacing of 0.0500 Angstrom
   Bondi atomic radii will be scaled by 1.17
   Hydrogen atoms are excluded

                  File   Atom    R/Å    Mol_Vol     %V_Bur     %S_Bur
     mol_0414_0001.xyz      1   3.50     317.40      41.34       0.00
     mol_0415_0001.xyz      1   3.50     315.76      42.80       0.00
     mol_0416_0001.xyz      1   3.50     419.51      37.07       0.00
     mol_0417_0001.xyz      1   3.50     319.88      37.43       0.00
     mol_0418_0001.xyz      1   3.50     259.49      33.16       0.00
     mol_0419_0001.xyz      1   3.50     414.37      43.48       0.00
     mol_0420_0001.xyz      1   3.50     412.02      40.49       0.00
     mol_0421_0001.xyz      1   3.50     200.20      39.02       0.00
     mol_0422_0001.xyz      1   3.50     331.00      53.50       0.00
     mol_0423_0001.xyz      1   3.50     354.26      45.47       0.00
     mol_0424_0001.xyz      1   3.50     280.75      51.22       0.00
     mol_0425_0001.xyz      1   3.50     363.25      30.39       0.00
     mol_0426_0001.xyz      1   3.50     360.43      41.60       0.00
     mol_0427_0001.xyz      1   3.50     374.87      48.24       0.00
     mol_0428_0001.xyz      1   3.50     339.71      48.87       0.00
     mol_0429_0001.xyz      1   3.50     356.06      48.42       0.00
     mol_0430_0001.xyz      1   3.50     352.44      34.64       0.00
     mol_0431_0001.xyz      1   3.50     383.40      43.10       0.00
     mol_0432_0001.xyz      1   3.50     248.91      48.25       0.00
     mol_0433_0001.xyz      1   3.50     407.55      50.79       0.00
     mol_0434_0001.xyz      1   3.50     387.66      35.67       0.00
     mol_0435_0001.xyz      1   3.50     323.35      39.37       0.00
     mol_0436_0001.xyz      1   3.50     222.23      30.31       0.00
     mol_0437_0001.xyz      1   3.50     293.66      49.19       0.00
     mol_0438_0001.xyz      1   3.50     232.41      55.61       0.00
     mol_0439_0001.xyz      1   3.50     415.02      35.39       0.00
     mol_0440_0001.xyz      1   3.50     360.99      35.44       0.00
     mol_0441_0001.xyz      1   3.50     389.85      37.92       0.00
     mol_0442_0001.xyz      1   3.50     213.07      35.50       0.00
     mol_0443_0001.xyz      1   3.50     266.68      33.66       0.00
     mol_0444_0001.xyz      1   3.50     306.45      47.08       0.00
     mol_0445_0001.xyz      1   3.50     324.17      40.44       0.00
     mol_0446_0001.xyz      1   3.50     479.71      39.64       0.00
     mol_0447_0001.xyz      1   3.50     296.70      43.78       0.00
     mol_0448_0001.xyz      1   3.50     310.64      46.39       0.00
     mol_0449_0001.xyz      1   3.50     281.87      37.59       0.00
     mol_0450_0001.xyz      1   3.50     380.33      43.65       0.00
     mol_0451_0001.xyz      1   3.50     328.48      44.60       0.00
     mol_0453_0001.xyz      1   3.50     313.48      42.64       0.00
     mol_0454_0001.xyz      1   3.50     396.57      45.36       0.00
     mol_0455_0001.xyz      1   3.50     280.63      37.66       0.00
     mol_0456_0001.xyz      1   3.50     305.39      48.02       0.00
     mol_0457_0001.xyz      1   3.50     337.29      43.77       0.00
     mol_0458_0001.xyz      1   3.50     401.86      34.49       0.00
     mol_0459_0001.xyz      1   3.50     378.81      47.74       0.00
     mol_0460_0001.xyz      1   3.50     300.42      36.41       0.00
     mol_0461_0001.xyz      1   3.50     273.36      33.07       0.00
     mol_0462_0001.xyz      1   3.50     246.53      44.81       0.00
     mol_0463_0001.xyz      1   3.50     380.99      35.40       0.00
     mol_0464_0001.xyz      1   3.50     441.37      35.40       0.00
     mol_0465_0001.xyz      1   3.50     243.07      38.97       0.00
     mol_0466_0001.xyz      1   3.50     389.24      37.60       0.00
     mol_0467_0001.xyz      1   3.50     312.13      47.07       0.00
     mol_0468_0001.xyz      1   3.50     271.04      45.37       0.00
     mol_0469_0001.xyz      1   3.50     296.64      38.43       0.00
     mol_0470_0001.xyz      1   3.50     322.09      42.65       0.00
     mol_0471_0001.xyz      1   3.50     428.43      42.54       0.00
     mol_0472_0001.xyz      1   3.50     242.65      37.63       0.00
     mol_0473_0001.xyz      1   3.50     327.99      35.41       0.00
     mol_0474_0001.xyz      1   3.50     352.76      44.54       0.00
     mol_0475_0001.xyz      1   3.50     296.27      37.79       0.00
     mol_0476_0001.xyz      1   3.50     355.45      37.60       0.00
     mol_0477_0001.xyz      1   3.50     478.38      61.66       0.00
     mol_0478_0001.xyz      1   3.50     364.41      43.54       0.00
     mol_0479_0001.xyz      1   3.50     435.07      35.39       0.00
     mol_0480_0001.xyz      1   3.50     408.22      42.59       0.00
     mol_0481_0001.xyz      1   3.50     312.78      34.94       0.00
     mol_0482_0001.xyz      1   3.50     326.20      44.51       0.00
     mol_0483_0001.xyz      1   3.50     277.20      38.72       0.00
     mol_0484_0001.xyz      1   3.50     330.68      33.49       0.00
     mol_0485_0001.xyz      1   3.50     386.24      49.59       0.00
     mol_0486_0001.xyz      1   3.50     280.90      38.97       0.00
     mol_0487_0001.xyz      1   3.50     391.21      33.90       0.00
     mol_0488_0001.xyz      1   3.50     364.80      52.68       0.00
     mol_0489_0001.xyz      1   3.50     354.75      44.36       0.00
     mol_0490_0001.xyz      1   3.50     428.73      48.04       0.00
     mol_0491_0001.xyz      1   3.50     458.29      37.79       0.00
     mol_0492_0001.xyz      1   3.50     324.84      35.76       0.00
     mol_0493_0001.xyz      1   3.50     286.44      39.01       0.00
     mol_0494_0001.xyz      1   3.50     341.68      46.34       0.00
     mol_0495_0001.xyz      1   3.50     221.78      37.56       0.00
     mol_0496_0001.xyz      1   3.50     302.11      35.42       0.00
     mol_0497_0001.xyz      1   3.50     279.67      39.83       0.00
     mol_0498_0001.xyz      1   3.50     356.70      47.71       0.00
     mol_0499_0001.xyz      1   3.50     322.66      41.11       0.00
   ------------------------------------------------------------------
