mol_file,atom1_idx,element,mol_vol,vbur
mol_0003_0001.xyz,8,C,297.741,81.378
mol_0004_0001.xyz,3,C,336.775,80.54
mol_0005_0001.xyz,7,C,318.19,82.533
mol_0006_0001.xyz,24,C,350.136,80.768
mol_0007_0001.xyz,4,C,368.12,82.123
mol_0008_0001.xyz,8,C,285.67,80.435
mol_0009_0001.xyz,31,C,504.036,82.999
mol_0011_0001.xyz,11,C,380.08,83.483
mol_0013_0001.xyz,7,C,419.589,84.636
mol_0014_0001.xyz,23,C,383.164,80.424
mol_0016_0001.xyz,4,C,359.067,78.522
mol_0021_0001.xyz,11,C,342.63,87.503
mol_0022_0001.xyz,16,C,386.826,76.116
mol_0025_0001.xyz,14,C,311.74,80.006
mol_0027_0001.xyz,18,C,354.239,92.318
mol_0028_0001.xyz,12,C,215.818,77.053
mol_0029_0001.xyz,8,C,359.193,78.558
mol_0030_0001.xyz,25,C,495.442,90.132
mol_0032_0001.xyz,3,C,348.3,90.035
mol_0033_0001.xyz,27,C,436.059,82.739
mol_0037_0001.xyz,23,C,418.999,76.26
mol_0038_0001.xyz,19,C,365.768,79.925
mol_0043_0001.xyz,24,C,456.212,97.643
mol_0047_0001.xyz,15,C,386.805,75.899
mol_0048_0001.xyz,9,C,284.26,99.092
mol_0049_0001.xyz,4,C,351.194,74.139
mol_0050_0001.xyz,14,C,388.8,87.977
mol_0051_0001.xyz,23,C,374.977,76.355
mol_0052_0001.xyz,22,C,370.251,80.1
mol_0054_0001.xyz,12,C,361.603,81.476
mol_0057_0001.xyz,9,C,254.234,88.365
mol_0058_0001.xyz,5,C,374.568,80.982
mol_0060_0001.xyz,18,C,287.43,94.161
mol_0062_0001.xyz,1,C,247.398,71.148
mol_0064_0001.xyz,16,C,430.42,84.185
mol_0068_0001.xyz,17,C,363.17,81.704
mol_0070_0001.xyz,5,C,364.486,89.099
mol_0075_0001.xyz,4,C,355.056,90.219
mol_0077_0001.xyz,12,C,385.227,88.757
mol_0078_0001.xyz,5,C,325.462,79.298
mol_0079_0001.xyz,13,C,346.589,80.76
mol_0080_0001.xyz,6,C,367.15,82.167
mol_0082_0001.xyz,2,C,390.446,90.327
mol_0085_0001.xyz,8,C,383.844,91.671
mol_0086_0001.xyz,2,C,357.25,87.144
mol_0088_0001.xyz,5,C,282.4,86.965
mol_0090_0001.xyz,14,C,380.238,88.086
mol_0091_0001.xyz,18,C,367.598,79.702
mol_0094_0001.xyz,22,C,385.516,81.518
mol_0095_0001.xyz,19,C,371.677,72.333
mol_0098_0001.xyz,15,C,358.795,85.322
mol_0100_0001.xyz,11,C,376.44,82.782
mol_0102_0001.xyz,11,C,321.933,82.539
mol_0105_0001.xyz,19,C,362.537,74.772
mol_0106_0001.xyz,5,C,325.796,89.817
mol_0110_0001.xyz,30,C,446.634,77.692
mol_0111_0001.xyz,22,C,381.699,82.538
mol_0112_0001.xyz,27,C,429.06,80.067
mol_0113_0001.xyz,20,C,468.014,81.257
mol_0114_0001.xyz,18,C,503.637,93.629
mol_0116_0001.xyz,3,C,368.218,91.036
mol_0117_0001.xyz,15,C,382.436,80.043
mol_0118_0001.xyz,5,C,343.241,91.036
mol_0119_0001.xyz,7,C,338.951,82.74
mol_0121_0001.xyz,6,C,300.874,76.878
mol_0122_0001.xyz,10,C,210.367,77.408
mol_0123_0001.xyz,13,C,378.297,87.08
mol_0124_0001.xyz,9,C,246.114,87.222
mol_0125_0001.xyz,19,C,370.672,82.973
mol_0130_0001.xyz,11,C,433.523,77.213
mol_0131_0001.xyz,5,C,353.418,90.985
mol_0132_0001.xyz,23,C,452.222,86.01
mol_0134_0001.xyz,22,C,376.321,81.178
mol_0136_0001.xyz,11,C,239.065,89.276
mol_0137_0001.xyz,1,C,342.263,68.012
mol_0138_0001.xyz,6,C,236.543,91.274
mol_0141_0001.xyz,17,C,355.406,68.034
mol_0143_0001.xyz,11,C,296.345,98.449
mol_0144_0001.xyz,6,C,351.226,85.064
mol_0147_0001.xyz,18,C,345.379,77.427
mol_0150_0001.xyz,9,C,403.483,87.47
mol_0151_0001.xyz,19,C,294.508,81.227
mol_0152_0001.xyz,13,C,473.199,84.528
mol_0155_0001.xyz,20,C,361.168,71.984
mol_0160_0001.xyz,18,C,282.671,88.063
mol_0163_0001.xyz,4,C,429.648,90.637
mol_0165_0001.xyz,25,C,437.143,82.069
mol_0167_0001.xyz,18,C,306.206,82.922
mol_0170_0001.xyz,22,C,357.346,76.391
mol_0173_0001.xyz,3,C,290.102,76.209
mol_0175_0001.xyz,18,C,361.167,95.983
mol_0177_0001.xyz,13,C,328.666,78.068
mol_0180_0001.xyz,20,C,433.465,93.488
mol_0181_0001.xyz,19,C,385.205,76.21
mol_0183_0001.xyz,1,C,279.845,70.659
mol_0184_0001.xyz,12,C,364.029,85.268
mol_0187_0001.xyz,20,C,454.027,80.301
mol_0190_0001.xyz,26,C,365.13,81.518
mol_0202_0001.xyz,14,C,370.341,80.773
mol_0203_0001.xyz,19,C,390.884,80.333
mol_0204_0001.xyz,14,C,374.963,78.003
mol_0205_0001.xyz,21,C,427.361,77.321
mol_0210_0001.xyz,12,C,379.656,76.251
mol_0211_0001.xyz,5,C,328.385,80.942
mol_0212_0001.xyz,18,C,335.661,75.742
mol_0215_0001.xyz,5,C,269.892,77.243
mol_0216_0001.xyz,22,C,383.854,83.525
mol_0218_0001.xyz,27,C,381.952,73.999
mol_0219_0001.xyz,22,C,393.946,84.116
mol_0220_0001.xyz,8,C,336.265,89.372
mol_0221_0001.xyz,5,C,295.862,96.341
mol_0222_0001.xyz,26,C,432.259,78.302
mol_0225_0001.xyz,6,C,470.916,93.39
mol_0226_0001.xyz,21,C,402.584,76.92
mol_0231_0001.xyz,7,C,426.825,91.304
mol_0236_0001.xyz,3,C,374.731,78.318
mol_0239_0001.xyz,16,C,424.891,89.438
mol_0242_0001.xyz,20,C,365.32,79.091
mol_0243_0001.xyz,10,C,289.937,71.86
mol_0245_0001.xyz,2,C,423.827,80.452
mol_0246_0001.xyz,16,C,350.785,86.802
mol_0248_0001.xyz,12,C,243.09,76.19
mol_0251_0001.xyz,6,C,415.066,78.438
mol_0253_0001.xyz,12,C,289.736,79.482
mol_0254_0001.xyz,1,C,495.879,68.081
mol_0256_0001.xyz,9,C,340.822,83.194
mol_0257_0001.xyz,2,C,330.04,77.939
mol_0258_0001.xyz,3,C,397.892,91.553
mol_0259_0001.xyz,26,C,390.838,76.972
mol_0260_0001.xyz,7,C,288.44,79.899
mol_0263_0001.xyz,16,C,281.642,72.859
mol_0266_0001.xyz,17,C,323.0,83.47
mol_0267_0001.xyz,18,C,406.014,74.867
mol_0268_0001.xyz,8,C,273.488,71.917
mol_0275_0001.xyz,5,C,259.3,82.941
mol_0277_0001.xyz,12,C,455.247,90.266
mol_0279_0001.xyz,13,C,369.491,77.184
mol_0282_0001.xyz,7,C,379.351,78.474
mol_0284_0001.xyz,12,C,293.184,71.206
mol_0285_0001.xyz,11,C,312.071,78.618
mol_0288_0001.xyz,10,C,468.476,77.988
mol_0289_0001.xyz,11,C,284.826,79.055
mol_0292_0001.xyz,20,C,417.597,82.878
mol_0293_0001.xyz,4,C,272.467,78.187
mol_0294_0001.xyz,9,C,215.399,78.514
mol_0298_0001.xyz,11,C,257.839,78.67
mol_0300_0001.xyz,6,C,358.595,80.114
mol_0301_0001.xyz,14,C,407.288,93.671
mol_0307_0001.xyz,4,C,333.756,76.887
mol_0308_0001.xyz,16,C,345.276,75.708
mol_0311_0001.xyz,3,C,364.714,70.849
mol_0312_0001.xyz,25,C,413.097,76.41
mol_0313_0001.xyz,7,C,324.494,74.404
mol_0314_0001.xyz,18,C,313.962,76.18
mol_0315_0001.xyz,14,C,328.966,76.983
mol_0316_0001.xyz,6,C,377.144,86.597
mol_0318_0001.xyz,10,C,414.432,90.709
mol_0319_0001.xyz,4,C,300.653,84.012
mol_0322_0001.xyz,20,C,372.246,84.792
mol_0324_0001.xyz,4,C,375.804,79.991
mol_0325_0001.xyz,12,C,290.077,80.348
mol_0327_0001.xyz,29,C,447.26,86.572
mol_0328_0001.xyz,17,C,284.923,71.829
