mol_file,atom1_idx,element,mol_vol,vbur
mol_0003_0001.xyz,8,C,0,68.829
mol_0004_0001.xyz,3,C,0,68.901
mol_0005_0001.xyz,7,C,0,73.059
mol_0006_0001.xyz,24,C,0,68.184
mol_0007_0001.xyz,4,C,0,67.427
mol_0008_0001.xyz,8,C,0,65.649
mol_0009_0001.xyz,31,C,0,74.61
mol_0011_0001.xyz,11,C,0,73.457
mol_0013_0001.xyz,7,C,0,69.419
mol_0014_0001.xyz,23,C,0,68.43
mol_0016_0001.xyz,4,C,0,63.31
mol_0021_0001.xyz,11,C,0,77.006
mol_0022_0001.xyz,16,C,0,60.629
mol_0025_0001.xyz,14,C,0,66.335
mol_0027_0001.xyz,18,C,0,83.782
mol_0028_0001.xyz,12,C,0,62.254
mol_0029_0001.xyz,8,C,0,65.669
mol_0030_0001.xyz,25,C,0,82.267
mol_0032_0001.xyz,3,C,0,81.323
mol_0033_0001.xyz,27,C,0,73.497
mol_0037_0001.xyz,23,C,0,58.367
mol_0038_0001.xyz,19,C,0,65.394
mol_0043_0001.xyz,24,C,0,92.479
mol_0047_0001.xyz,15,C,0,57.815
mol_0048_0001.xyz,9,C,0,96.993
mol_0049_0001.xyz,4,C,0,62.969
mol_0050_0001.xyz,14,C,0,75.143
mol_0051_0001.xyz,23,C,0,59.762
mol_0052_0001.xyz,22,C,0,66.074
mol_0054_0001.xyz,12,C,0,72.362
mol_0057_0001.xyz,9,C,0,75.197
mol_0058_0001.xyz,5,C,0,68.948
mol_0060_0001.xyz,18,C,0,87.996
mol_0062_0001.xyz,1,C,0,57.894
mol_0064_0001.xyz,16,C,0,72.745
mol_0068_0001.xyz,17,C,0,71.601
mol_0070_0001.xyz,5,C,0,79.393
mol_0075_0001.xyz,4,C,0,80.783
mol_0077_0001.xyz,12,C,0,75.708
mol_0078_0001.xyz,5,C,0,67.247
mol_0079_0001.xyz,13,C,0,66.897
mol_0080_0001.xyz,6,C,0,72.48
mol_0082_0001.xyz,2,C,0,80.001
mol_0085_0001.xyz,8,C,0,84.507
mol_0086_0001.xyz,2,C,0,73.978
mol_0088_0001.xyz,5,C,0,74.901
mol_0090_0001.xyz,14,C,0,78.588
mol_0091_0001.xyz,18,C,0,63.824
mol_0094_0001.xyz,22,C,0,71.277
mol_0095_0001.xyz,19,C,0,58.936
mol_0098_0001.xyz,15,C,0,70.852
mol_0100_0001.xyz,11,C,0,72.019
mol_0102_0001.xyz,11,C,0,74.36
mol_0105_0001.xyz,19,C,0,55.382
mol_0106_0001.xyz,5,C,0,79.224
mol_0110_0001.xyz,30,C,0,61.615
mol_0111_0001.xyz,22,C,0,72.528
mol_0112_0001.xyz,27,C,0,66.649
mol_0113_0001.xyz,20,C,0,72.119
mol_0114_0001.xyz,18,C,0,87.201
mol_0116_0001.xyz,3,C,0,84.007
mol_0117_0001.xyz,15,C,0,66.166
mol_0118_0001.xyz,5,C,0,83.746
mol_0119_0001.xyz,7,C,0,71.022
mol_0121_0001.xyz,6,C,0,63.021
mol_0122_0001.xyz,10,C,0,60.568
mol_0123_0001.xyz,13,C,0,75.135
mol_0124_0001.xyz,9,C,0,72.041
mol_0125_0001.xyz,19,C,0,72.842
mol_0130_0001.xyz,11,C,0,61.23
mol_0131_0001.xyz,5,C,0,82.917
mol_0132_0001.xyz,23,C,0,70.758
mol_0134_0001.xyz,22,C,0,73.069
mol_0136_0001.xyz,11,C,0,78.117
mol_0137_0001.xyz,1,C,0,48.877
mol_0138_0001.xyz,6,C,0,84.039
mol_0141_0001.xyz,17,C,0,49.674
mol_0143_0001.xyz,11,C,0,96.114
mol_0144_0001.xyz,6,C,0,76.296
mol_0147_0001.xyz,18,C,0,60.283
mol_0150_0001.xyz,9,C,0,75.734
mol_0151_0001.xyz,19,C,0,69.057
mol_0152_0001.xyz,13,C,0,76.286
mol_0155_0001.xyz,20,C,0,58.917
mol_0160_0001.xyz,18,C,0,75.256
mol_0163_0001.xyz,4,C,0,81.823
mol_0165_0001.xyz,25,C,0,71.241
mol_0167_0001.xyz,18,C,0,70.811
mol_0170_0001.xyz,22,C,0,62.658
mol_0173_0001.xyz,3,C,0,60.021
mol_0175_0001.xyz,18,C,0,86.588
mol_0177_0001.xyz,13,C,0,61.064
mol_0180_0001.xyz,20,C,0,85.411
mol_0181_0001.xyz,19,C,0,59.121
mol_0183_0001.xyz,1,C,0,55.022
mol_0184_0001.xyz,12,C,0,78.204
mol_0187_0001.xyz,20,C,0,68.673
mol_0190_0001.xyz,26,C,0,69.565
mol_0202_0001.xyz,14,C,0,67.873
mol_0203_0001.xyz,19,C,0,66.007
mol_0204_0001.xyz,14,C,0,62.605
mol_0205_0001.xyz,21,C,0,60.736
mol_0210_0001.xyz,12,C,0,58.256
mol_0211_0001.xyz,5,C,0,64.985
mol_0212_0001.xyz,18,C,0,58.42
mol_0215_0001.xyz,5,C,0,59.583
mol_0216_0001.xyz,22,C,0,75.703
mol_0218_0001.xyz,27,C,0,59.267
mol_0219_0001.xyz,22,C,0,69.146
mol_0220_0001.xyz,8,C,0,77.842
mol_0221_0001.xyz,5,C,0,94.018
mol_0222_0001.xyz,26,C,0,63.635
mol_0225_0001.xyz,6,C,0,85.731
mol_0226_0001.xyz,21,C,0,59.716
mol_0231_0001.xyz,7,C,0,83.712
mol_0236_0001.xyz,3,C,0,63.506
mol_0239_0001.xyz,16,C,0,78.003
mol_0242_0001.xyz,20,C,0,63.106
mol_0243_0001.xyz,10,C,0,58.167
mol_0245_0001.xyz,2,C,0,66.932
mol_0246_0001.xyz,16,C,0,73.819
mol_0248_0001.xyz,12,C,0,58.338
mol_0251_0001.xyz,6,C,0,65.858
mol_0253_0001.xyz,12,C,0,66.148
mol_0254_0001.xyz,1,C,0,48.015
mol_0256_0001.xyz,9,C,0,73.202
mol_0257_0001.xyz,2,C,0,62.52
mol_0258_0001.xyz,3,C,0,81.856
mol_0259_0001.xyz,26,C,0,59.081
mol_0260_0001.xyz,7,C,0,68.031
mol_0263_0001.xyz,16,C,0,56.938
mol_0266_0001.xyz,17,C,0,75.797
mol_0267_0001.xyz,18,C,0,66.023
mol_0268_0001.xyz,8,C,0,58.609
mol_0275_0001.xyz,5,C,0,71.925
mol_0277_0001.xyz,12,C,0,82.481
mol_0279_0001.xyz,13,C,0,59.791
mol_0282_0001.xyz,7,C,0,65.762
mol_0284_0001.xyz,12,C,0,56.02
mol_0285_0001.xyz,11,C,0,65.781
mol_0288_0001.xyz,10,C,0,62.453
mol_0289_0001.xyz,11,C,0,65.645
