mol_file,atom1_idx,element,mol_vol,vbur
mol_0003_0001.xyz,8,C,0,81.605
mol_0004_0001.xyz,3,C,0,83.602
mol_0005_0001.xyz,7,C,0,85.276
mol_0006_0001.xyz,24,C,0,80.418
mol_0007_0001.xyz,4,C,0,82.064
mol_0008_0001.xyz,8,C,0,79.781
mol_0009_0001.xyz,31,C,0,86.244
mol_0011_0001.xyz,11,C,0,85.088
mol_0013_0001.xyz,7,C,0,83.53
mol_0014_0001.xyz,23,C,0,80.646
mol_0016_0001.xyz,4,C,0,78.274
mol_0021_0001.xyz,11,C,0,87.805
mol_0022_0001.xyz,16,C,0,76.758
mol_0025_0001.xyz,14,C,0,80.269
mol_0027_0001.xyz,18,C,0,93.06
mol_0028_0001.xyz,12,C,0,78.75
mol_0029_0001.xyz,8,C,0,80.642
mol_0030_0001.xyz,25,C,0,91.554
mol_0032_0001.xyz,3,C,0,90.394
mol_0033_0001.xyz,27,C,0,83.543
mol_0037_0001.xyz,23,C,0,74.501
mol_0038_0001.xyz,19,C,0,79.654
mol_0043_0001.xyz,24,C,0,99.518
mol_0047_0001.xyz,15,C,0,74.509
mol_0048_0001.xyz,9,C,0,99.911
mol_0049_0001.xyz,4,C,0,77.749
mol_0050_0001.xyz,14,C,0,86.999
mol_0051_0001.xyz,23,C,0,75.768
mol_0052_0001.xyz,22,C,0,79.121
mol_0054_0001.xyz,12,C,0,84.686
mol_0057_0001.xyz,9,C,0,87.216
mol_0058_0001.xyz,5,C,0,81.703
mol_0060_0001.xyz,18,C,0,94.793
mol_0062_0001.xyz,1,C,0,74.374
mol_0064_0001.xyz,16,C,0,84.691
mol_0068_0001.xyz,17,C,0,83.16
mol_0070_0001.xyz,5,C,0,90.093
mol_0075_0001.xyz,4,C,0,92.21
mol_0077_0001.xyz,12,C,0,87.947
mol_0078_0001.xyz,5,C,0,81.761
mol_0079_0001.xyz,13,C,0,81.443
mol_0080_0001.xyz,6,C,0,85.818
mol_0082_0001.xyz,2,C,0,91.047
mol_0085_0001.xyz,8,C,0,93.955
mol_0086_0001.xyz,2,C,0,87.253
mol_0088_0001.xyz,5,C,0,87.263
mol_0090_0001.xyz,14,C,0,88.469
mol_0091_0001.xyz,18,C,0,77.841
mol_0094_0001.xyz,22,C,0,84.373
mol_0095_0001.xyz,19,C,0,74.751
mol_0098_0001.xyz,15,C,0,85.309
mol_0100_0001.xyz,11,C,0,84.408
mol_0102_0001.xyz,11,C,0,86.768
mol_0105_0001.xyz,19,C,0,72.482
mol_0106_0001.xyz,5,C,0,90.846
mol_0110_0001.xyz,30,C,0,76.635
mol_0111_0001.xyz,22,C,0,84.935
mol_0112_0001.xyz,27,C,0,80.038
mol_0113_0001.xyz,20,C,0,82.739
mol_0114_0001.xyz,18,C,0,94.49
mol_0116_0001.xyz,3,C,0,93.134
mol_0117_0001.xyz,15,C,0,80.297
mol_0118_0001.xyz,5,C,0,91.582
mol_0119_0001.xyz,7,C,0,83.905
mol_0121_0001.xyz,6,C,0,78.69
mol_0122_0001.xyz,10,C,0,75.95
mol_0123_0001.xyz,13,C,0,88.757
mol_0124_0001.xyz,9,C,0,86.546
mol_0125_0001.xyz,19,C,0,83.876
mol_0130_0001.xyz,11,C,0,76.183
mol_0131_0001.xyz,5,C,0,92.641
mol_0132_0001.xyz,23,C,0,85.912
mol_0134_0001.xyz,22,C,0,84.303
mol_0136_0001.xyz,11,C,0,90.488
mol_0137_0001.xyz,1,C,0,67.646
mol_0138_0001.xyz,6,C,0,92.408
mol_0141_0001.xyz,17,C,0,68.217
mol_0143_0001.xyz,11,C,0,99.957
mol_0144_0001.xyz,6,C,0,86.298
mol_0147_0001.xyz,18,C,0,75.695
mol_0150_0001.xyz,9,C,0,86.603
mol_0151_0001.xyz,19,C,0,81.222
mol_0152_0001.xyz,13,C,0,87.392
mol_0155_0001.xyz,20,C,0,75.136
mol_0160_0001.xyz,18,C,0,87.628
mol_0163_0001.xyz,4,C,0,91.161
mol_0165_0001.xyz,25,C,0,82.545
mol_0167_0001.xyz,18,C,0,82.49
mol_0170_0001.xyz,22,C,0,76.752
mol_0173_0001.xyz,3,C,0,75.521
mol_0175_0001.xyz,18,C,0,98.431
mol_0177_0001.xyz,13,C,0,76.189
mol_0180_0001.xyz,20,C,0,94.442
mol_0181_0001.xyz,19,C,0,75.526
mol_0183_0001.xyz,1,C,0,71.997
mol_0184_0001.xyz,12,C,0,88.489
mol_0187_0001.xyz,20,C,0,80.834
mol_0190_0001.xyz,26,C,0,81.121
mol_0202_0001.xyz,14,C,0,81.765
mol_0203_0001.xyz,19,C,0,79.662
mol_0204_0001.xyz,14,C,0,77.952
mol_0205_0001.xyz,21,C,0,75.988
mol_0210_0001.xyz,12,C,0,74.679
mol_0211_0001.xyz,5,C,0,80.125
mol_0212_0001.xyz,18,C,0,74.685
mol_0215_0001.xyz,5,C,0,75.363
mol_0216_0001.xyz,22,C,0,87.761
mol_0218_0001.xyz,27,C,0,74.325
mol_0219_0001.xyz,22,C,0,84.681
mol_0220_0001.xyz,8,C,0,90.615
mol_0221_0001.xyz,5,C,0,98.422
mol_0222_0001.xyz,26,C,0,78.411
mol_0225_0001.xyz,6,C,0,93.946
mol_0226_0001.xyz,21,C,0,75.258
mol_0231_0001.xyz,7,C,0,91.927
mol_0236_0001.xyz,3,C,0,78.355
mol_0239_0001.xyz,16,C,0,89.658
mol_0242_0001.xyz,20,C,0,77.632
mol_0243_0001.xyz,10,C,0,74.113
mol_0245_0001.xyz,2,C,0,80.993
mol_0246_0001.xyz,16,C,0,86.53
mol_0248_0001.xyz,12,C,0,74.776
mol_0251_0001.xyz,6,C,0,80.254
mol_0253_0001.xyz,12,C,0,80.931
mol_0254_0001.xyz,1,C,0,67.582
mol_0256_0001.xyz,9,C,0,84.968
mol_0257_0001.xyz,2,C,0,79.118
mol_0258_0001.xyz,3,C,0,90.898
mol_0259_0001.xyz,26,C,0,74.642
mol_0260_0001.xyz,7,C,0,82.108
mol_0263_0001.xyz,16,C,0,72.761
mol_0266_0001.xyz,17,C,0,86.272
mol_0267_0001.xyz,18,C,0,77.971
