mol_file,atom1_idx,element,mol_vol,vbur
mol_0003_0001.xyz,8,C,298.715,59.489
mol_0004_0001.xyz,3,C,344.371,54.488
mol_0005_0001.xyz,7,C,320.93,62.168
mol_0006_0001.xyz,24,C,355.943,60.409
mol_0007_0001.xyz,4,C,377.422,57.023
mol_0008_0001.xyz,8,C,288.742,55.858
mol_0009_0001.xyz,31,C,511.5,63.466
mol_0011_0001.xyz,11,C,383.555,63.927
mol_0013_0001.xyz,7,C,426.309,58.738
mol_0014_0001.xyz,23,C,386.935,59.519
mol_0016_0001.xyz,4,C,367.005,52.527
mol_0021_0001.xyz,11,C,348.331,66.807
mol_0022_0001.xyz,16,C,390.95,48.991
mol_0025_0001.xyz,14,C,315.106,55.828
mol_0027_0001.xyz,18,C,357.998,72.5
mol_0028_0001.xyz,12,C,218.129,48.463
mol_0029_0001.xyz,8,C,363.008,52.715
mol_0030_0001.xyz,25,C,499.293,70.272
mol_0032_0001.xyz,3,C,351.107,71.021
mol_0033_0001.xyz,27,C,438.744,66.022
mol_0037_0001.xyz,23,C,430.129,48.402
mol_0038_0001.xyz,19,C,370.251,54.448
mol_0043_0001.xyz,24,C,466.963,75.378
mol_0047_0001.xyz,15,C,392.703,45.775
mol_0048_0001.xyz,9,C,286.422,83.3
mol_0049_0001.xyz,4,C,355.001,52.714
mol_0050_0001.xyz,14,C,396.314,64.469
mol_0051_0001.xyz,23,C,376.384,48.352
mol_0052_0001.xyz,22,C,378.953,57.361
mol_0054_0001.xyz,12,C,360.662,60.711
mol_0057_0001.xyz,9,C,260.017,63.612
mol_0058_0001.xyz,5,C,376.55,57.801
mol_0060_0001.xyz,18,C,289.824,79.902
mol_0062_0001.xyz,1,C,248.327,45.822
mol_0064_0001.xyz,16,C,431.258,62.226
mol_0068_0001.xyz,17,C,364.598,62.021
mol_0070_0001.xyz,5,C,369.973,67.99
mol_0075_0001.xyz,4,C,362.52,67.089
mol_0077_0001.xyz,12,C,392.962,63.272
mol_0078_0001.xyz,5,C,334.008,54.281
mol_0079_0001.xyz,13,C,349.083,55.891
mol_0080_0001.xyz,6,C,363.449,58.18
mol_0082_0001.xyz,2,C,396.166,70.463
mol_0085_0001.xyz,8,C,385.652,70.671
mol_0086_0001.xyz,2,C,360.267,61.793
mol_0088_0001.xyz,5,C,290.674,61.939
mol_0090_0001.xyz,14,C,388.008,68.918
mol_0091_0001.xyz,18,C,376.466,55.165
mol_0094_0001.xyz,22,C,388.841,59.081
mol_0095_0001.xyz,19,C,373.49,48.158
mol_0098_0001.xyz,15,C,367.659,56.947
mol_0100_0001.xyz,11,C,382.76,60.707
mol_0102_0001.xyz,11,C,326.986,61.055
mol_0105_0001.xyz,19,C,362.402,44.049
mol_0106_0001.xyz,5,C,331.12,68.669
mol_0110_0001.xyz,30,C,450.543,51.392
mol_0111_0001.xyz,22,C,387.318,61.305
mol_0112_0001.xyz,27,C,431.323,56.417
mol_0113_0001.xyz,20,C,474.523,65.226
mol_0114_0001.xyz,18,C,506.325,78.181
mol_0116_0001.xyz,3,C,373.815,70.347
mol_0117_0001.xyz,15,C,386.853,55.331
mol_0118_0001.xyz,5,C,348.376,74.891
mol_0119_0001.xyz,7,C,344.293,60.264
mol_0121_0001.xyz,6,C,302.995,49.523
mol_0122_0001.xyz,10,C,208.987,50.091
mol_0123_0001.xyz,13,C,379.259,59.396
mol_0124_0001.xyz,9,C,246.526,59.149
mol_0125_0001.xyz,19,C,379.889,64.304
mol_0130_0001.xyz,11,C,436.692,51.685
mol_0131_0001.xyz,5,C,358.873,68.901
mol_0132_0001.xyz,23,C,457.908,55.502
mol_0134_0001.xyz,22,C,383.885,62.55
mol_0136_0001.xyz,11,C,240.641,62.841
mol_0137_0001.xyz,1,C,347.867,38.851
mol_0138_0001.xyz,6,C,238.636,71.609
