
   ·▄▄▄▄  ▄▄▄▄· .▄▄ ·▄▄▄▄▄▄▄▄ . ▄▄▄·
   ██▊ ██ ▐█ ▀█▊▐█ ▀.•██  ▀▄.▀·▐█ ▄█
   ▐█· ▐█▌▐█▀▀█▄▄▀▀▀█▄▐█.▊▐▀▀▊▄ ██▀·
   ██. ██ ██▄▊▐█▐█▄▊▐█▐█▌·▐█▄▄▌▐█▊·•
   ▀▀▀▀▀• ·▀▀▀▀  ▀▀▀▀ ▀▀▀  ▀▀▀ .▀   

   Buried volume (Vbur) will be computed
   Using a Cartesian grid-spacing of 0.0500 Angstrom
   Bondi atomic radii will be scaled by 1.0
   Hydrogen atoms are included

                  File   Atom    R/Å    Mol_Vol     %V_Bur     %S_Bur
     mol_0390_0001.xyz      1   3.50     294.28      34.91       0.00
     mol_0391_0001.xyz      1   3.50     250.49      40.02       0.00
     mol_0392_0001.xyz      1   3.50     323.06      29.86       0.00
     mol_0393_0001.xyz      1   3.50     263.93      34.56       0.00
     mol_0394_0001.xyz      1   3.50     324.13      35.35       0.00
     mol_0395_0001.xyz      1   3.50     341.08      35.44       0.00
     mol_0396_0001.xyz      1   3.50     283.21      38.05       0.00
     mol_0397_0001.xyz      1   3.50     307.91      28.60       0.00
     mol_0398_0001.xyz      1   3.50     259.08      40.39       0.00
     mol_0399_0001.xyz      1   3.50     283.91      28.62       0.00
     mol_0400_0001.xyz      1   3.50     309.45      37.25       0.00
     mol_0401_0001.xyz      1   3.50     257.00      28.61       0.00
     mol_0402_0001.xyz      1   3.50     385.93      41.22       0.00
     mol_0403_0001.xyz      1   3.50     304.08      28.26       0.00
     mol_0404_0001.xyz      1   3.50     251.81      38.60       0.00
     mol_0405_0001.xyz      1   3.50     242.41      36.69       0.00
     mol_0406_0001.xyz      1   3.50     232.19      35.81       0.00
     mol_0407_0001.xyz      1   3.50     256.07      33.50       0.00
     mol_0408_0001.xyz      1   3.50     254.56      38.48       0.00
     mol_0409_0001.xyz      1   3.50     244.34      31.01       0.00
     mol_0410_0001.xyz      1   3.50     222.76      28.27       0.00
     mol_0411_0001.xyz      1   3.50     302.61      31.16       0.00
     mol_0412_0001.xyz      1   3.50     309.37      38.62       0.00
     mol_0413_0001.xyz      1   3.50     296.34      29.40       0.00
     mol_0414_0001.xyz      1   3.50     259.53      35.48       0.00
     mol_0415_0001.xyz      1   3.50     255.93      37.63       0.00
     mol_0416_0001.xyz      1   3.50     330.13      30.51       0.00
     mol_0417_0001.xyz      1   3.50     249.90      30.67       0.00
     mol_0418_0001.xyz      1   3.50     215.49      27.65       0.00
     mol_0419_0001.xyz      1   3.50     338.02      37.24       0.00
     mol_0420_0001.xyz      1   3.50     338.39      33.30       0.00
     mol_0421_0001.xyz      1   3.50     163.56      34.00       0.00
     mol_0422_0001.xyz      1   3.50     264.58      47.48       0.00
     mol_0423_0001.xyz      1   3.50     283.26      38.21       0.00
     mol_0424_0001.xyz      1   3.50     230.47      43.83       0.00
     mol_0425_0001.xyz      1   3.50     291.87      22.67       0.00
     mol_0426_0001.xyz      1   3.50     280.83      34.62       0.00
     mol_0427_0001.xyz      1   3.50     301.69      40.86       0.00
     mol_0428_0001.xyz      1   3.50     287.45      44.39       0.00
     mol_0429_0001.xyz      1   3.50     285.85      40.80       0.00
     mol_0430_0001.xyz      1   3.50     284.17      27.89       0.00
     mol_0431_0001.xyz      1   3.50     308.10      35.18       0.00
     mol_0432_0001.xyz      1   3.50     208.67      42.13       0.00
     mol_0433_0001.xyz      1   3.50     321.21      42.20       0.00
     mol_0434_0001.xyz      1   3.50     310.30      28.58       0.00
     mol_0435_0001.xyz      1   3.50     259.26      33.91       0.00
     mol_0436_0001.xyz      1   3.50     171.54      22.44       0.00
     mol_0437_0001.xyz      1   3.50     244.94      43.46       0.00
     mol_0438_0001.xyz      1   3.50     188.45      46.53       0.00
     mol_0439_0001.xyz      1   3.50     329.53      28.63       0.00
     mol_0440_0001.xyz      1   3.50     285.56      28.68       0.00
     mol_0441_0001.xyz      1   3.50     317.77      32.01       0.00
     mol_0442_0001.xyz      1   3.50     181.69      30.26       0.00
     mol_0443_0001.xyz      1   3.50     216.68      27.86       0.00
     mol_0444_0001.xyz      1   3.50     247.02      39.62       0.00
     mol_0445_0001.xyz      1   3.50     254.81      33.94       0.00
     mol_0446_0001.xyz      1   3.50     376.99      32.41       0.00
     mol_0447_0001.xyz      1   3.50     230.46      36.12       0.00
     mol_0448_0001.xyz      1   3.50     241.09      38.00       0.00
     mol_0449_0001.xyz      1   3.50     226.11      31.00       0.00
     mol_0450_0001.xyz      1   3.50     304.81      37.97       0.00
     mol_0451_0001.xyz      1   3.50     266.22      37.26       0.00
     mol_0453_0001.xyz      1   3.50     254.61      36.42       0.00
     mol_0454_0001.xyz      1   3.50     321.40      39.24       0.00
     mol_0455_0001.xyz      1   3.50     215.10      30.09       0.00
     mol_0456_0001.xyz      1   3.50     238.81      41.96       0.00
     mol_0457_0001.xyz      1   3.50     264.15      35.65       0.00
     mol_0458_0001.xyz      1   3.50     325.21      28.81       0.00
     mol_0459_0001.xyz      1   3.50     318.99      39.79       0.00
     mol_0460_0001.xyz      1   3.50     249.21      30.68       0.00
     mol_0461_0001.xyz      1   3.50     226.63      27.13       0.00
     mol_0462_0001.xyz      1   3.50     207.54      39.83       0.00
     mol_0463_0001.xyz      1   3.50     310.15      28.63       0.00
     mol_0464_0001.xyz      1   3.50     358.17      28.63       0.00
     mol_0465_0001.xyz      1   3.50     201.47      32.33       0.00
     mol_0466_0001.xyz      1   3.50     309.90      31.02       0.00
     mol_0467_0001.xyz      1   3.50     251.39      39.42       0.00
     mol_0468_0001.xyz      1   3.50     221.52      38.97       0.00
     mol_0469_0001.xyz      1   3.50     238.92      32.88       0.00
     mol_0470_0001.xyz      1   3.50     251.61      36.13       0.00
     mol_0471_0001.xyz      1   3.50     344.48      37.57       0.00
     mol_0472_0001.xyz      1   3.50     199.92      30.61       0.00
     mol_0473_0001.xyz      1   3.50     262.14      28.63       0.00
     mol_0474_0001.xyz      1   3.50     289.70      39.45       0.00
     mol_0475_0001.xyz      1   3.50     241.03      31.69       0.00
     mol_0476_0001.xyz      1   3.50     280.71      31.01       0.00
     mol_0477_0001.xyz      1   3.50     387.03      52.05       0.00
     mol_0478_0001.xyz      1   3.50     292.83      35.52       0.00
     mol_0479_0001.xyz      1   3.50     344.95      28.61       0.00
     mol_0480_0001.xyz      1   3.50     327.91      33.83       0.00
     mol_0481_0001.xyz      1   3.50     253.26      27.77       0.00
     mol_0482_0001.xyz      1   3.50     274.84      38.72       0.00
     mol_0483_0001.xyz      1   3.50     238.13      33.09       0.00
     mol_0484_0001.xyz      1   3.50     267.30      26.92       0.00
     mol_0485_0001.xyz      1   3.50     314.79      41.42       0.00
     mol_0486_0001.xyz      1   3.50     225.31      33.88       0.00
     mol_0487_0001.xyz      1   3.50     317.38      28.48       0.00
     mol_0488_0001.xyz      1   3.50     307.02      45.77       0.00
     mol_0489_0001.xyz      1   3.50     283.22      36.41       0.00
     mol_0490_0001.xyz      1   3.50     329.36      38.50       0.00
     mol_0491_0001.xyz      1   3.50     362.54      30.55       0.00
     mol_0492_0001.xyz      1   3.50     266.17      28.74       0.00
     mol_0493_0001.xyz      1   3.50     230.58      32.21       0.00
     mol_0494_0001.xyz      1   3.50     270.36      40.10       0.00
     mol_0495_0001.xyz      1   3.50     178.21      30.97       0.00
     mol_0496_0001.xyz      1   3.50     238.29      28.65       0.00
     mol_0497_0001.xyz      1   3.50     221.57      32.65       0.00
     mol_0498_0001.xyz      1   3.50     281.35      42.33       0.00
     mol_0499_0001.xyz      1   3.50     246.82      33.57       0.00
   ------------------------------------------------------------------
