mol_file,atom1_idx,element,mol_vol,vbur
mol_0003_0001.xyz,8,C,0,37.871
mol_0004_0001.xyz,3,C,0,29.439
mol_0005_0001.xyz,7,C,0,41.013
mol_0006_0001.xyz,24,C,0,37.687
mol_0007_0001.xyz,4,C,0,32.856
mol_0008_0001.xyz,8,C,0,31.725
mol_0009_0001.xyz,31,C,0,40.963
mol_0011_0001.xyz,11,C,0,39.394
mol_0013_0001.xyz,7,C,0,35.777
mol_0014_0001.xyz,23,C,0,35.985
mol_0016_0001.xyz,4,C,0,28.959
mol_0021_0001.xyz,11,C,0,40.601
mol_0022_0001.xyz,16,C,0,33.312
mol_0025_0001.xyz,14,C,0,31.8
mol_0027_0001.xyz,18,C,0,42.329
mol_0028_0001.xyz,12,C,0,26.21
mol_0029_0001.xyz,8,C,0,30.584
mol_0030_0001.xyz,25,C,0,39.537
mol_0032_0001.xyz,3,C,0,42.162
mol_0033_0001.xyz,27,C,0,47.161
mol_0037_0001.xyz,23,C,0,32.046
mol_0038_0001.xyz,19,C,0,30.199
mol_0043_0001.xyz,24,C,0,41.571
mol_0047_0001.xyz,15,C,0,21.591
mol_0048_0001.xyz,9,C,0,50.369
mol_0049_0001.xyz,4,C,0,38.689
mol_0050_0001.xyz,14,C,0,38.885
mol_0051_0001.xyz,23,C,0,27.03
mol_0052_0001.xyz,22,C,0,36.193
mol_0054_0001.xyz,12,C,0,37.652
mol_0057_0001.xyz,9,C,0,30.46
mol_0058_0001.xyz,5,C,0,36.623
mol_0060_0001.xyz,18,C,0,46.199
mol_0062_0001.xyz,1,C,0,31.564
mol_0064_0001.xyz,16,C,0,37.723
mol_0068_0001.xyz,17,C,0,42.937
mol_0070_0001.xyz,5,C,0,42.303
mol_0075_0001.xyz,4,C,0,36.595
mol_0077_0001.xyz,12,C,0,34.196
mol_0078_0001.xyz,5,C,0,33.793
mol_0079_0001.xyz,13,C,0,31.061
mol_0080_0001.xyz,6,C,0,35.076
mol_0082_0001.xyz,2,C,0,47.599
mol_0085_0001.xyz,8,C,0,41.881
mol_0086_0001.xyz,2,C,0,41.168
mol_0088_0001.xyz,5,C,0,34.294
mol_0090_0001.xyz,14,C,0,45.54
mol_0091_0001.xyz,18,C,0,28.964
mol_0094_0001.xyz,22,C,0,36.663
mol_0095_0001.xyz,19,C,0,28.439
mol_0098_0001.xyz,15,C,0,34.544
mol_0100_0001.xyz,11,C,0,41.162
mol_0102_0001.xyz,11,C,0,39.242
mol_0105_0001.xyz,19,C,0,22.087
mol_0106_0001.xyz,5,C,0,40.919
mol_0110_0001.xyz,30,C,0,30.101
mol_0111_0001.xyz,22,C,0,37.918
mol_0112_0001.xyz,27,C,0,29.837
mol_0113_0001.xyz,20,C,0,49.906
mol_0114_0001.xyz,18,C,0,49.722
