
   ·▄▄▄▄  ▄▄▄▄· .▄▄ ·▄▄▄▄▄▄▄▄ . ▄▄▄·
   ██▊ ██ ▐█ ▀█▊▐█ ▀.•██  ▀▄.▀·▐█ ▄█
   ▐█· ▐█▌▐█▀▀█▄▄▀▀▀█▄▐█.▊▐▀▀▊▄ ██▀·
   ██. ██ ██▄▊▐█▐█▄▊▐█▐█▌·▐█▄▄▌▐█▊·•
   ▀▀▀▀▀• ·▀▀▀▀  ▀▀▀▀ ▀▀▀  ▀▀▀ .▀   

   Buried volume (Vbur) will be computed
   Using a Cartesian grid-spacing of 0.0500 Angstrom
   Bondi atomic radii will be scaled by 1.07
   Hydrogen atoms are included

                  File   Atom    R/Å    Mol_Vol     %V_Bur     %S_Bur
     mol_0378_0001.xyz      1   3.50     265.65      45.34       0.00
     mol_0379_0001.xyz      1   3.50     250.62      44.01       0.00
     mol_0380_0001.xyz      1   3.50     280.41      35.80       0.00
     mol_0381_0001.xyz      1   3.50     325.81      34.60       0.00
     mol_0382_0001.xyz      1   3.50     327.60      38.66       0.00
     mol_0383_0001.xyz      1   3.50     237.31      28.93       0.00
     mol_0384_0001.xyz      1   3.50     318.12      38.30       0.00
     mol_0385_0001.xyz      1   3.50     303.52      38.98       0.00
     mol_0386_0001.xyz      1   3.50     183.26      33.23       0.00
     mol_0387_0001.xyz      1   3.50     338.40      34.63       0.00
     mol_0388_0001.xyz      1   3.50     340.02      32.18       0.00
     mol_0389_0001.xyz      1   3.50     320.15      37.58       0.00
     mol_0390_0001.xyz      1   3.50     332.16      38.52       0.00
     mol_0391_0001.xyz      1   3.50     283.48      44.13       0.00
     mol_0392_0001.xyz      1   3.50     364.17      33.52       0.00
     mol_0393_0001.xyz      1   3.50     297.74      39.03       0.00
     mol_0394_0001.xyz      1   3.50     366.52      39.39       0.00
     mol_0395_0001.xyz      1   3.50     383.21      39.31       0.00
     mol_0396_0001.xyz      1   3.50     320.76      41.94       0.00
     mol_0397_0001.xyz      1   3.50     346.59      31.95       0.00
     mol_0398_0001.xyz      1   3.50     290.45      44.32       0.00
     mol_0399_0001.xyz      1   3.50     321.07      32.29       0.00
     mol_0400_0001.xyz      1   3.50     348.12      41.20       0.00
     mol_0401_0001.xyz      1   3.50     291.97      32.21       0.00
     mol_0402_0001.xyz      1   3.50     432.73      45.49       0.00
     mol_0403_0001.xyz      1   3.50     342.65      31.84       0.00
     mol_0404_0001.xyz      1   3.50     283.76      43.55       0.00
     mol_0405_0001.xyz      1   3.50     272.88      40.39       0.00
     mol_0406_0001.xyz      1   3.50     261.24      40.13       0.00
     mol_0407_0001.xyz      1   3.50     289.85      37.25       0.00
     mol_0408_0001.xyz      1   3.50     287.61      42.43       0.00
     mol_0409_0001.xyz      1   3.50     275.92      34.65       0.00
     mol_0410_0001.xyz      1   3.50     251.14      31.88       0.00
     mol_0411_0001.xyz      1   3.50     340.25      34.95       0.00
     mol_0412_0001.xyz      1   3.50     347.26      42.76       0.00
     mol_0413_0001.xyz      1   3.50     333.36      33.19       0.00
     mol_0414_0001.xyz      1   3.50     291.97      39.32       0.00
     mol_0415_0001.xyz      1   3.50     288.46      41.39       0.00
     mol_0416_0001.xyz      1   3.50     373.00      34.18       0.00
     mol_0417_0001.xyz      1   3.50     283.25      34.32       0.00
     mol_0418_0001.xyz      1   3.50     242.45      31.31       0.00
     mol_0419_0001.xyz      1   3.50     379.59      41.21       0.00
     mol_0420_0001.xyz      1   3.50     380.00      37.10       0.00
     mol_0421_0001.xyz      1   3.50     185.04      37.60       0.00
     mol_0422_0001.xyz      1   3.50     298.69      51.53       0.00
     mol_0423_0001.xyz      1   3.50     319.53      42.15       0.00
     mol_0424_0001.xyz      1   3.50     259.20      47.98       0.00
     mol_0425_0001.xyz      1   3.50     328.89      25.87       0.00
     mol_0426_0001.xyz      1   3.50     318.10      38.49       0.00
     mol_0427_0001.xyz      1   3.50     339.30      44.92       0.00
     mol_0428_0001.xyz      1   3.50     321.65      48.09       0.00
     mol_0429_0001.xyz      1   3.50     321.32      44.76       0.00
     mol_0430_0001.xyz      1   3.50     320.48      31.75       0.00
     mol_0431_0001.xyz      1   3.50     346.41      39.05       0.00
     mol_0432_0001.xyz      1   3.50     233.80      46.03       0.00
     mol_0433_0001.xyz      1   3.50     362.54      46.58       0.00
     mol_0434_0001.xyz      1   3.50     349.95      32.15       0.00
     mol_0435_0001.xyz      1   3.50     293.46      37.62       0.00
     mol_0436_0001.xyz      1   3.50     195.16      25.66       0.00
     mol_0437_0001.xyz      1   3.50     275.35      47.68       0.00
     mol_0438_0001.xyz      1   3.50     212.14      51.19       0.00
     mol_0439_0001.xyz      1   3.50     371.99      32.22       0.00
     mol_0440_0001.xyz      1   3.50     322.06      32.27       0.00
     mol_0441_0001.xyz      1   3.50     357.20      35.65       0.00
     mol_0442_0001.xyz      1   3.50     203.51      33.84       0.00
     mol_0443_0001.xyz      1   3.50     244.49      31.56       0.00
     mol_0444_0001.xyz      1   3.50     278.89      43.83       0.00
     mol_0445_0001.xyz      1   3.50     287.95      37.93       0.00
     mol_0446_0001.xyz      1   3.50     424.63      36.24       0.00
     mol_0447_0001.xyz      1   3.50     261.20      40.14       0.00
     mol_0448_0001.xyz      1   3.50     274.08      42.03       0.00
     mol_0449_0001.xyz      1   3.50     255.37      34.66       0.00
     mol_0450_0001.xyz      1   3.50     344.40      41.89       0.00
     mol_0451_0001.xyz      1   3.50     299.68      41.17       0.00
     mol_0453_0001.xyz      1   3.50     286.59      40.54       0.00
     mol_0454_0001.xyz      1   3.50     360.68      43.04       0.00
     mol_0455_0001.xyz      1   3.50     244.77      33.73       0.00
     mol_0456_0001.xyz      1   3.50     270.69      45.70       0.00
     mol_0457_0001.xyz      1   3.50     298.78      39.71       0.00
     mol_0458_0001.xyz      1   3.50     366.17      32.55       0.00
     mol_0459_0001.xyz      1   3.50     356.36      43.60       0.00
     mol_0460_0001.xyz      1   3.50     279.97      34.36       0.00
     mol_0461_0001.xyz      1   3.50     255.20      30.63       0.00
     mol_0462_0001.xyz      1   3.50     233.40      43.80       0.00
     mol_0463_0001.xyz      1   3.50     348.90      32.22       0.00
     mol_0464_0001.xyz      1   3.50     403.01      32.22       0.00
     mol_0465_0001.xyz      1   3.50     226.29      36.56       0.00
     mol_0466_0001.xyz      1   3.50     349.45      34.67       0.00
     mol_0467_0001.xyz      1   3.50     283.28      43.82       0.00
     mol_0468_0001.xyz      1   3.50     249.88      43.51       0.00
     mol_0469_0001.xyz      1   3.50     270.07      36.70       0.00
     mol_0470_0001.xyz      1   3.50     285.22      40.18       0.00
     mol_0471_0001.xyz      1   3.50     388.14      41.29       0.00
     mol_0472_0001.xyz      1   3.50     225.85      34.61       0.00
     mol_0473_0001.xyz      1   3.50     295.81      32.22       0.00
     mol_0474_0001.xyz      1   3.50     325.30      43.31       0.00
     mol_0475_0001.xyz      1   3.50     271.50      35.57       0.00
     mol_0476_0001.xyz      1   3.50     317.04      34.67       0.00
     mol_0477_0001.xyz      1   3.50     434.34      56.95       0.00
     mol_0478_0001.xyz      1   3.50     329.26      39.43       0.00
     mol_0479_0001.xyz      1   3.50     388.72      32.21       0.00
     mol_0480_0001.xyz      1   3.50     369.48      38.70       0.00
     mol_0481_0001.xyz      1   3.50     285.19      31.38       0.00
     mol_0482_0001.xyz      1   3.50     307.91      43.10       0.00
     mol_0483_0001.xyz      1   3.50     266.06      36.89       0.00
     mol_0484_0001.xyz      1   3.50     301.49      30.51       0.00
     mol_0485_0001.xyz      1   3.50     353.43      46.26       0.00
     mol_0486_0001.xyz      1   3.50     254.20      37.48       0.00
     mol_0487_0001.xyz      1   3.50     357.15      32.08       0.00
     mol_0488_0001.xyz      1   3.50     342.49      50.00       0.00
     mol_0489_0001.xyz      1   3.50     318.77      40.14       0.00
     mol_0490_0001.xyz      1   3.50     373.67      42.68       0.00
     mol_0491_0001.xyz      1   3.50     409.37      34.25       0.00
     mol_0492_0001.xyz      1   3.50     299.26      32.30       0.00
     mol_0493_0001.xyz      1   3.50     259.42      36.13       0.00
     mol_0494_0001.xyz      1   3.50     305.05      43.91       0.00
     mol_0495_0001.xyz      1   3.50     201.98      34.62       0.00
     mol_0496_0001.xyz      1   3.50     269.35      32.24       0.00
     mol_0497_0001.xyz      1   3.50     250.97      36.40       0.00
     mol_0498_0001.xyz      1   3.50     318.06      46.13       0.00
     mol_0499_0001.xyz      1   3.50     280.82      37.57       0.00
   ------------------------------------------------------------------
