mol_file,atom1_idx,element,mol_vol,vbur
mol_0003_0001.xyz,8,C,297.542,37.831
mol_0004_0001.xyz,3,C,336.775,28.204
mol_0005_0001.xyz,7,C,320.46,39.568
mol_0006_0001.xyz,24,C,352.451,38.413
mol_0007_0001.xyz,4,C,370.109,33.038
mol_0008_0001.xyz,8,C,285.696,32.393
mol_0009_0001.xyz,31,C,504.036,39.729
mol_0011_0001.xyz,11,C,380.08,38.986
mol_0013_0001.xyz,7,C,422.598,36.075
mol_0014_0001.xyz,23,C,383.164,35.975
mol_0016_0001.xyz,4,C,360.077,29.183
mol_0021_0001.xyz,11,C,345.22,40.497
mol_0022_0001.xyz,16,C,390.647,32.536
mol_0025_0001.xyz,14,C,313.888,31.413
mol_0027_0001.xyz,18,C,354.239,42.091
mol_0028_0001.xyz,12,C,218.381,25.147
mol_0029_0001.xyz,8,C,360.217,29.672
mol_0030_0001.xyz,25,C,495.442,38.298
mol_0032_0001.xyz,3,C,348.3,42.128
mol_0033_0001.xyz,27,C,434.114,47.076
mol_0037_0001.xyz,23,C,421.46,32.782
mol_0038_0001.xyz,19,C,365.768,29.595
mol_0043_0001.xyz,24,C,456.212,40.113
mol_0047_0001.xyz,15,C,387.902,21.432
mol_0048_0001.xyz,9,C,284.26,47.052
mol_0049_0001.xyz,4,C,353.26,37.221
mol_0050_0001.xyz,14,C,388.8,38.669
mol_0051_0001.xyz,23,C,374.04,26.872
mol_0052_0001.xyz,22,C,372.975,35.874
mol_0054_0001.xyz,12,C,359.281,36.363
mol_0057_0001.xyz,9,C,254.365,31.501
mol_0058_0001.xyz,5,C,376.234,35.875
mol_0060_0001.xyz,18,C,287.43,46.009
mol_0062_0001.xyz,1,C,245.995,29.936
mol_0064_0001.xyz,16,C,430.42,37.526
mol_0068_0001.xyz,17,C,363.17,41.767
mol_0070_0001.xyz,5,C,364.486,40.864
mol_0075_0001.xyz,4,C,355.056,35.597
mol_0077_0001.xyz,12,C,385.227,33.983
mol_0078_0001.xyz,5,C,329.548,32.485
mol_0079_0001.xyz,13,C,348.797,31.233
mol_0080_0001.xyz,6,C,362.473,33.366
mol_0082_0001.xyz,2,C,392.519,47.038
mol_0085_0001.xyz,8,C,383.844,40.084
mol_0086_0001.xyz,2,C,357.25,40.825
mol_0088_0001.xyz,5,C,284.677,34.251
mol_0090_0001.xyz,14,C,380.238,44.487
mol_0091_0001.xyz,18,C,370.075,30.298
mol_0094_0001.xyz,22,C,383.083,35.48
mol_0095_0001.xyz,19,C,370.858,27.974
mol_0098_0001.xyz,15,C,362.032,34.321
mol_0100_0001.xyz,11,C,376.44,40.25
mol_0102_0001.xyz,11,C,324.14,36.819
mol_0105_0001.xyz,19,C,361.543,22.638
mol_0106_0001.xyz,5,C,328.051,40.535
mol_0110_0001.xyz,30,C,446.634,29.829
mol_0111_0001.xyz,22,C,381.699,36.375
mol_0112_0001.xyz,27,C,429.06,29.681
mol_0113_0001.xyz,20,C,468.014,49.446
mol_0114_0001.xyz,18,C,501.384,49.31
mol_0116_0001.xyz,3,C,368.218,37.542
mol_0117_0001.xyz,15,C,385.075,31.788
mol_0118_0001.xyz,5,C,343.241,47.464
mol_0119_0001.xyz,7,C,338.951,37.636
mol_0121_0001.xyz,6,C,300.561,28.641
mol_0122_0001.xyz,10,C,207.512,25.157
mol_0123_0001.xyz,13,C,378.297,34.262
mol_0124_0001.xyz,9,C,246.114,32.499
mol_0125_0001.xyz,19,C,370.672,43.618
mol_0130_0001.xyz,11,C,435.903,31.17
mol_0131_0001.xyz,5,C,353.418,34.004
mol_0132_0001.xyz,23,C,452.222,28.002
mol_0134_0001.xyz,22,C,378.669,39.307
mol_0136_0001.xyz,11,C,239.065,29.954
mol_0137_0001.xyz,1,C,343.619,23.984
mol_0138_0001.xyz,6,C,236.543,36.141
mol_0141_0001.xyz,17,C,356.611,20.123
mol_0143_0001.xyz,11,C,296.345,40.825
mol_0144_0001.xyz,6,C,351.226,47.074
mol_0147_0001.xyz,18,C,345.379,27.474
mol_0150_0001.xyz,9,C,403.483,34.587
mol_0151_0001.xyz,19,C,296.641,37.563
mol_0152_0001.xyz,13,C,473.199,39.856
mol_0155_0001.xyz,20,C,358.898,26.31
mol_0160_0001.xyz,18,C,282.671,33.819
mol_0163_0001.xyz,4,C,426.83,41.545
mol_0165_0001.xyz,25,C,439.853,38.16
mol_0167_0001.xyz,18,C,306.206,35.937
mol_0170_0001.xyz,22,C,357.346,29.815
mol_0173_0001.xyz,3,C,289.235,27.48
mol_0175_0001.xyz,18,C,361.167,29.601
mol_0177_0001.xyz,13,C,328.666,29.208
mol_0180_0001.xyz,20,C,433.465,43.861
mol_0181_0001.xyz,19,C,386.365,23.757
mol_0183_0001.xyz,1,C,280.784,23.068
mol_0184_0001.xyz,12,C,364.029,44.804
mol_0187_0001.xyz,20,C,457.133,38.478
mol_0190_0001.xyz,26,C,365.13,38.509
mol_0202_0001.xyz,14,C,370.605,34.497
mol_0203_0001.xyz,19,C,393.353,31.667
mol_0204_0001.xyz,14,C,377.28,30.374
mol_0205_0001.xyz,21,C,430.392,26.126
mol_0210_0001.xyz,12,C,380.845,25.117
mol_0211_0001.xyz,5,C,328.385,31.968
mol_0212_0001.xyz,18,C,339.719,26.067
mol_0215_0001.xyz,5,C,269.892,25.999
mol_0216_0001.xyz,22,C,386.309,37.715
mol_0218_0001.xyz,27,C,381.952,38.425
mol_0219_0001.xyz,22,C,393.946,29.493
mol_0220_0001.xyz,8,C,336.265,37.209
mol_0221_0001.xyz,5,C,295.862,46.673
mol_0222_0001.xyz,26,C,435.608,31.269
mol_0225_0001.xyz,6,C,470.916,50.602
mol_0226_0001.xyz,21,C,404.64,26.148
mol_0231_0001.xyz,7,C,426.825,39.326
mol_0236_0001.xyz,3,C,376.72,29.272
mol_0239_0001.xyz,16,C,424.891,38.519
mol_0242_0001.xyz,20,C,366.318,27.56
mol_0243_0001.xyz,10,C,290.394,33.438
mol_0245_0001.xyz,2,C,425.874,33.207
mol_0246_0001.xyz,16,C,350.785,36.336
mol_0248_0001.xyz,12,C,244.388,26.255
mol_0251_0001.xyz,6,C,417.283,29.014
mol_0253_0001.xyz,12,C,291.61,28.931
mol_0254_0001.xyz,1,C,497.665,19.68
mol_0256_0001.xyz,9,C,340.822,41.226
mol_0257_0001.xyz,2,C,333.391,23.297
