mol_file,atom1_idx,element,mol_vol,vbur
mol_0003_0001.xyz,8,C,250.365,52.502
mol_0004_0001.xyz,3,C,286.293,46.728
mol_0005_0001.xyz,7,C,273.858,55.813
mol_0006_0001.xyz,24,C,297.362,53.169
mol_0007_0001.xyz,4,C,313.56,49.883
mol_0008_0001.xyz,8,C,241.056,48.456
mol_0009_0001.xyz,31,C,431.813,56.533
mol_0011_0001.xyz,11,C,326.41,56.899
mol_0013_0001.xyz,7,C,362.242,50.765
mol_0014_0001.xyz,23,C,325.866,52.095
mol_0016_0001.xyz,4,C,302.317,45.772
mol_0021_0001.xyz,11,C,291.379,59.171
mol_0022_0001.xyz,16,C,331.214,42.804
mol_0025_0001.xyz,14,C,267.611,48.846
mol_0027_0001.xyz,18,C,298.446,64.422
mol_0028_0001.xyz,12,C,184.237,42.131
mol_0029_0001.xyz,8,C,303.635,46.023
mol_0030_0001.xyz,25,C,421.984,62.302
mol_0032_0001.xyz,3,C,295.182,63.301
mol_0033_0001.xyz,27,C,369.064,58.203
mol_0037_0001.xyz,23,C,356.449,41.379
mol_0038_0001.xyz,19,C,313.103,47.557
mol_0043_0001.xyz,24,C,388.919,65.697
mol_0047_0001.xyz,15,C,330.906,38.812
mol_0048_0001.xyz,9,C,244.605,75.647
mol_0049_0001.xyz,4,C,299.275,46.206
mol_0050_0001.xyz,14,C,330.311,56.239
mol_0051_0001.xyz,23,C,316.262,41.466
mol_0052_0001.xyz,22,C,313.909,50.185
mol_0054_0001.xyz,12,C,303.869,53.731
mol_0057_0001.xyz,9,C,213.4,55.439
mol_0058_0001.xyz,5,C,321.844,50.535
mol_0060_0001.xyz,18,C,245.572,73.094
mol_0062_0001.xyz,1,C,210.037,39.575
mol_0064_0001.xyz,16,C,369.049,54.654
mol_0068_0001.xyz,17,C,307.541,54.345
mol_0070_0001.xyz,5,C,309.946,60.578
mol_0075_0001.xyz,4,C,299.03,58.653
mol_0077_0001.xyz,12,C,327.691,55.138
mol_0078_0001.xyz,5,C,280.077,47.684
mol_0079_0001.xyz,13,C,293.763,48.691
mol_0080_0001.xyz,6,C,311.205,51.189
mol_0082_0001.xyz,2,C,336.152,62.684
mol_0085_0001.xyz,8,C,323.707,62.794
mol_0086_0001.xyz,2,C,303.985,53.856
mol_0088_0001.xyz,5,C,238.444,53.946
mol_0090_0001.xyz,14,C,323.834,61.597
mol_0091_0001.xyz,18,C,312.809,48.263
mol_0094_0001.xyz,22,C,326.867,52.548
mol_0095_0001.xyz,19,C,311.059,42.001
mol_0098_0001.xyz,15,C,307.154,48.884
mol_0100_0001.xyz,11,C,316.89,53.283
mol_0102_0001.xyz,11,C,276.968,54.456
mol_0105_0001.xyz,19,C,304.585,36.768
mol_0106_0001.xyz,5,C,276.094,60.992
mol_0110_0001.xyz,30,C,379.437,44.581
mol_0111_0001.xyz,22,C,326.966,54.665
mol_0112_0001.xyz,27,C,365.329,49.478
mol_0113_0001.xyz,20,C,401.674,56.364
mol_0114_0001.xyz,18,C,433.539,70.393
mol_0116_0001.xyz,3,C,312.148,61.705
mol_0117_0001.xyz,15,C,323.883,48.403
mol_0118_0001.xyz,5,C,292.836,67.054
mol_0119_0001.xyz,7,C,287.235,52.491
mol_0121_0001.xyz,6,C,253.605,42.685
mol_0122_0001.xyz,10,C,173.194,43.229
mol_0123_0001.xyz,13,C,319.687,51.023
mol_0124_0001.xyz,9,C,204.466,50.384
mol_0125_0001.xyz,19,C,313.513,57.162
