mol_file,atom1_idx,element,mol_vol,vbur
mol_0003_0001.xyz,8,C,259.063,53.841
mol_0004_0001.xyz,3,C,295.671,48.132
mol_0005_0001.xyz,7,C,282.619,57.027
mol_0006_0001.xyz,24,C,307.681,54.528
mol_0007_0001.xyz,4,C,324.178,51.219
mol_0008_0001.xyz,8,C,249.515,49.824
mol_0009_0001.xyz,31,C,446.057,57.849
mol_0011_0001.xyz,11,C,337.267,58.22
mol_0013_0001.xyz,7,C,374.468,52.222
mol_0014_0001.xyz,23,C,333.621,53.487
mol_0016_0001.xyz,4,C,313.07,47.016
mol_0021_0001.xyz,11,C,301.595,60.64
mol_0022_0001.xyz,16,C,345.064,43.928
mol_0025_0001.xyz,14,C,276.529,50.11
mol_0027_0001.xyz,18,C,311.47,65.963
mol_0028_0001.xyz,12,C,190.316,43.265
mol_0029_0001.xyz,8,C,313.784,47.214
mol_0030_0001.xyz,25,C,435.812,63.837
mol_0032_0001.xyz,3,C,308.703,64.813
mol_0033_0001.xyz,27,C,381.595,59.733
mol_0037_0001.xyz,23,C,368.785,42.658
mol_0038_0001.xyz,19,C,323.62,48.806
mol_0043_0001.xyz,24,C,402.443,67.49
mol_0047_0001.xyz,15,C,343.658,40.074
mol_0048_0001.xyz,9,C,252.193,77.15
mol_0049_0001.xyz,4,C,309.246,47.445
mol_0050_0001.xyz,14,C,341.357,57.765
mol_0051_0001.xyz,23,C,328.764,42.763
mol_0052_0001.xyz,22,C,324.565,51.493
mol_0054_0001.xyz,12,C,313.761,55.052
mol_0057_0001.xyz,9,C,221.046,56.962
mol_0058_0001.xyz,5,C,328.865,51.897
mol_0060_0001.xyz,18,C,253.442,74.421
mol_0062_0001.xyz,1,C,219.026,40.706
mol_0064_0001.xyz,16,C,381.728,56.068
mol_0068_0001.xyz,17,C,317.958,55.805
mol_0070_0001.xyz,5,C,319.796,61.943
mol_0075_0001.xyz,4,C,309.3,60.228
mol_0077_0001.xyz,12,C,338.415,56.609
mol_0078_0001.xyz,5,C,289.099,48.88
mol_0079_0001.xyz,13,C,303.603,50.02
