mol_file,atom1_idx,element,mol_vol,vbur
mol_0003_0001.xyz,8,C,280.864,57.028
mol_0004_0001.xyz,3,C,319.564,51.662
mol_0005_0001.xyz,7,C,304.933,59.931
mol_0006_0001.xyz,24,C,334.138,57.819
mol_0007_0001.xyz,4,C,354.829,54.476
mol_0008_0001.xyz,8,C,271.072,53.213
mol_0009_0001.xyz,31,C,481.969,61.006
mol_0011_0001.xyz,11,C,365.304,61.462
mol_0013_0001.xyz,7,C,400.875,55.821
mol_0014_0001.xyz,23,C,363.679,56.877
mol_0016_0001.xyz,4,C,340.148,50.077
mol_0021_0001.xyz,11,C,327.263,64.096
mol_0022_0001.xyz,16,C,372.43,46.768
mol_0025_0001.xyz,14,C,299.478,53.336
mol_0027_0001.xyz,18,C,339.713,69.656
mol_0028_0001.xyz,12,C,205.576,46.146
mol_0029_0001.xyz,8,C,341.695,50.244
mol_0030_0001.xyz,25,C,473.515,67.532
mol_0032_0001.xyz,3,C,332.641,68.357
mol_0033_0001.xyz,27,C,413.126,63.354
mol_0037_0001.xyz,23,C,400.006,45.828
mol_0038_0001.xyz,19,C,348.488,51.971
mol_0043_0001.xyz,24,C,433.112,71.859
mol_0047_0001.xyz,15,C,371.702,43.22
mol_0048_0001.xyz,9,C,271.181,80.67
mol_0049_0001.xyz,4,C,334.55,50.421
mol_0050_0001.xyz,14,C,369.693,61.546
mol_0051_0001.xyz,23,C,356.123,45.869
mol_0052_0001.xyz,22,C,356.276,54.804
mol_0054_0001.xyz,12,C,340.23,58.229
mol_0057_0001.xyz,9,C,243.616,60.697
mol_0058_0001.xyz,5,C,355.192,55.222
mol_0060_0001.xyz,18,C,276.847,77.594
mol_0062_0001.xyz,1,C,234.077,43.565
mol_0064_0001.xyz,16,C,405.398,59.566
mol_0068_0001.xyz,17,C,343.649,59.293
mol_0070_0001.xyz,5,C,349.405,65.384
mol_0075_0001.xyz,4,C,335.181,64.09
mol_0077_0001.xyz,12,C,366.109,60.363
mol_0078_0001.xyz,5,C,311.954,51.916
mol_0079_0001.xyz,13,C,328.728,53.337
mol_0080_0001.xyz,6,C,342.986,55.717
mol_0082_0001.xyz,2,C,374.107,67.734
mol_0085_0001.xyz,8,C,362.713,67.915
mol_0086_0001.xyz,2,C,339.199,58.932
mol_0088_0001.xyz,5,C,272.179,59.069
mol_0090_0001.xyz,14,C,361.567,66.34
mol_0091_0001.xyz,18,C,350.282,52.66
mol_0094_0001.xyz,22,C,365.643,56.762
mol_0095_0001.xyz,19,C,351.165,45.963
mol_0098_0001.xyz,15,C,345.23,54.023
mol_0100_0001.xyz,11,C,355.352,58.034
mol_0102_0001.xyz,11,C,308.436,58.699
mol_0105_0001.xyz,19,C,345.376,41.323
mol_0106_0001.xyz,5,C,311.076,65.973
mol_0110_0001.xyz,30,C,424.29,48.931
mol_0111_0001.xyz,22,C,364.984,58.959
mol_0112_0001.xyz,27,C,406.961,53.953
mol_0113_0001.xyz,20,C,447.983,62.141
mol_0114_0001.xyz,18,C,478.462,75.616
mol_0116_0001.xyz,3,C,356.287,67.391
mol_0117_0001.xyz,15,C,366.99,52.851
mol_0118_0001.xyz,5,C,327.849,72.147
mol_0119_0001.xyz,7,C,323.122,57.492
mol_0121_0001.xyz,6,C,283.292,47.008
mol_0122_0001.xyz,10,C,197.633,47.606
mol_0123_0001.xyz,13,C,357.256,56.36
mol_0124_0001.xyz,9,C,230.21,56.013
mol_0125_0001.xyz,19,C,354.735,61.784
mol_0130_0001.xyz,11,C,411.475,49.094
mol_0131_0001.xyz,5,C,337.246,66.137
mol_0132_0001.xyz,23,C,429.269,52.422
mol_0134_0001.xyz,22,C,362.751,59.986
mol_0136_0001.xyz,11,C,225.702,59.595
mol_0137_0001.xyz,1,C,330.115,36.492
mol_0138_0001.xyz,6,C,224.448,68.838
mol_0141_0001.xyz,17,C,337.444,36.969
mol_0143_0001.xyz,11,C,280.641,75.823
mol_0144_0001.xyz,6,C,336.238,65.51
mol_0147_0001.xyz,18,C,325.738,47.535
mol_0150_0001.xyz,9,C,380.131,62.774
mol_0151_0001.xyz,19,C,281.478,58.626
mol_0152_0001.xyz,13,C,450.326,62.063
mol_0155_0001.xyz,20,C,339.551,45.142
mol_0160_0001.xyz,18,C,270.51,60.351
mol_0163_0001.xyz,4,C,406.099,68.803
mol_0165_0001.xyz,25,C,415.1,59.761
mol_0167_0001.xyz,18,C,293.303,59.318
mol_0170_0001.xyz,22,C,339.746,49.101
mol_0173_0001.xyz,3,C,274.42,46.885
mol_0175_0001.xyz,18,C,342.231,63.176
mol_0177_0001.xyz,13,C,311.593,49.369
mol_0180_0001.xyz,20,C,414.776,70.373
mol_0181_0001.xyz,19,C,365.796,44.371
mol_0183_0001.xyz,1,C,265.537,42.18
mol_0184_0001.xyz,12,C,344.256,65.242
mol_0187_0001.xyz,20,C,431.497,57.502
mol_0190_0001.xyz,26,C,349.235,59.742
mol_0202_0001.xyz,14,C,353.316,54.449
mol_0203_0001.xyz,19,C,373.895,53.492
mol_0204_0001.xyz,14,C,356.798,48.914
mol_0205_0001.xyz,21,C,407.979,47.537
mol_0210_0001.xyz,12,C,361.296,44.53
mol_0211_0001.xyz,5,C,310.651,51.25
mol_0212_0001.xyz,18,C,319.458,44.414
mol_0215_0001.xyz,5,C,253.687,47.045
mol_0216_0001.xyz,22,C,369.793,60.224
mol_0218_0001.xyz,27,C,364.572,49.061
mol_0219_0001.xyz,22,C,371.303,51.065
mol_0220_0001.xyz,8,C,316.883,60.886
mol_0221_0001.xyz,5,C,283.097,80.507
mol_0222_0001.xyz,26,C,413.661,50.541
mol_0225_0001.xyz,6,C,445.687,72.519
mol_0226_0001.xyz,21,C,383.136,47.259
mol_0231_0001.xyz,7,C,405.803,70.117
mol_0236_0001.xyz,3,C,357.322,50.075
mol_0239_0001.xyz,16,C,404.924,63.208
mol_0242_0001.xyz,20,C,346.709,50.674
mol_0243_0001.xyz,10,C,277.876,45.645
mol_0245_0001.xyz,2,C,402.659,51.829
mol_0246_0001.xyz,16,C,332.473,59.748
mol_0248_0001.xyz,12,C,229.489,44.474
mol_0251_0001.xyz,6,C,395.658,50.78
mol_0253_0001.xyz,12,C,279.522,51.02
mol_0254_0001.xyz,1,C,476.288,34.889
mol_0256_0001.xyz,9,C,323.003,60.7
mol_0257_0001.xyz,2,C,313.734,44.848
mol_0258_0001.xyz,3,C,378.04,70.877
mol_0259_0001.xyz,26,C,368.629,47.148
mol_0260_0001.xyz,7,C,282.195,52.905
mol_0263_0001.xyz,16,C,271.481,41.907
mol_0266_0001.xyz,17,C,308.312,62.297
mol_0267_0001.xyz,18,C,385.471,56.385
mol_0268_0001.xyz,8,C,257.814,45.615
mol_0275_0001.xyz,5,C,249.587,58.743
mol_0277_0001.xyz,12,C,437.669,65.584
mol_0279_0001.xyz,13,C,351.323,48.538
mol_0282_0001.xyz,7,C,366.736,49.945
mol_0284_0001.xyz,12,C,280.891,42.706
mol_0285_0001.xyz,11,C,297.614,51.763
mol_0288_0001.xyz,10,C,450.251,49.215
mol_0289_0001.xyz,11,C,270.542,53.089
mol_0292_0001.xyz,20,C,399.97,61.919
mol_0293_0001.xyz,4,C,258.348,51.939
mol_0294_0001.xyz,9,C,209.313,53.024
mol_0298_0001.xyz,11,C,244.437,53.727
mol_0300_0001.xyz,6,C,342.064,57.619
mol_0301_0001.xyz,14,C,387.74,77.195
mol_0307_0001.xyz,4,C,319.604,47.735
mol_0308_0001.xyz,16,C,330.028,42.591
mol_0311_0001.xyz,3,C,354.785,41.877
mol_0312_0001.xyz,25,C,390.107,46.311
mol_0313_0001.xyz,7,C,308.516,50.985
mol_0314_0001.xyz,18,C,299.912,44.088
mol_0315_0001.xyz,14,C,311.023,47.183
mol_0316_0001.xyz,6,C,358.52,57.374
mol_0318_0001.xyz,10,C,394.709,65.056
mol_0319_0001.xyz,4,C,283.958,60.39
mol_0322_0001.xyz,20,C,352.79,53.431
mol_0324_0001.xyz,4,C,359.295,52.683
mol_0325_0001.xyz,12,C,274.892,55.302
mol_0327_0001.xyz,29,C,424.157,69.096
mol_0328_0001.xyz,17,C,272.429,45.296
mol_0329_0001.xyz,3,C,336.664,55.227
mol_0332_0001.xyz,15,C,229.189,45.827
mol_0334_0001.xyz,11,C,246.711,43.517
mol_0336_0001.xyz,3,C,452.848,57.491
mol_0340_0001.xyz,14,C,277.431,45.091
mol_0342_0001.xyz,7,C,359.528,41.004
mol_0344_0001.xyz,15,C,324.406,51.063
mol_0345_0001.xyz,21,C,299.634,49.053
mol_0346_0001.xyz,10,C,410.965,63.39
mol_0349_0001.xyz,10,C,384.673,52.563
mol_0351_0001.xyz,6,C,192.272,68.296
mol_0356_0001.xyz,9,C,343.345,51.547
mol_0357_0001.xyz,4,C,341.102,64.32
mol_0358_0001.xyz,10,C,354.335,63.072
mol_0360_0001.xyz,11,C,397.582,70.262
mol_0361_0001.xyz,3,C,236.228,49.782
mol_0363_0001.xyz,10,C,376.325,39.783
mol_0364_0001.xyz,6,C,390.138,63.399
mol_0365_0001.xyz,23,C,383.313,54.87
mol_0367_0001.xyz,5,C,378.121,60.115
mol_0369_0001.xyz,1,C,257.581,32.874
mol_0371_0001.xyz,2,C,338.435,53.795
mol_0373_0001.xyz,8,C,349.461,52.921
mol_0374_0001.xyz,22,C,337.879,56.551
mol_0375_0001.xyz,20,C,383.647,47.391
mol_0383_0001.xyz,17,C,258.416,47.851
mol_0384_0001.xyz,23,C,340.821,56.869
mol_0385_0001.xyz,19,C,328.907,58.083
mol_0386_0001.xyz,2,C,197.776,42.345
mol_0387_0001.xyz,20,C,360.376,45.524
mol_0390_0001.xyz,14,C,360.935,42.346
mol_0391_0001.xyz,18,C,306.425,54.922
mol_0392_0001.xyz,8,C,391.911,67.22
mol_0393_0001.xyz,18,C,319.113,54.608
mol_0394_0001.xyz,23,C,395.654,59.228
mol_0396_0001.xyz,10,C,344.284,56.042
mol_0397_0001.xyz,15,C,375.243,67.995
mol_0398_0001.xyz,2,C,313.051,68.8
mol_0399_0001.xyz,15,C,344.706,39.984
mol_0403_0001.xyz,5,C,369.89,63.186
mol_0405_0001.xyz,6,C,293.613,58.668
mol_0409_0001.xyz,1,C,295.22,37.323
mol_0412_0001.xyz,10,C,375.051,55.591
mol_0414_0001.xyz,17,C,311.096,44.64
mol_0417_0001.xyz,12,C,306.016,60.576
mol_0418_0001.xyz,1,C,258.563,33.988
mol_0420_0001.xyz,25,C,410.369,71.791
mol_0421_0001.xyz,5,C,199.95,54.309
mol_0425_0001.xyz,21,C,352.521,56.174
mol_0430_0001.xyz,16,C,346.489,38.238
mol_0431_0001.xyz,3,C,373.105,60.845
mol_0432_0001.xyz,3,C,250.04,44.885
mol_0433_0001.xyz,10,C,387.962,43.32
mol_0434_0001.xyz,19,C,375.735,51.533
mol_0435_0001.xyz,15,C,319.679,44.683
mol_0436_0001.xyz,2,C,210.774,38.906
mol_0437_0001.xyz,7,C,294.915,44.103
mol_0438_0001.xyz,9,C,226.854,61.121
mol_0440_0001.xyz,17,C,351.107,57.774
mol_0445_0001.xyz,16,C,310.525,70.632
mol_0448_0001.xyz,8,C,297.215,52.56
mol_0450_0001.xyz,23,C,373.565,61.049
mol_0453_0001.xyz,10,C,309.797,77.495
mol_0454_0001.xyz,18,C,389.476,57.825
mol_0455_0001.xyz,12,C,265.3,48.922
mol_0456_0001.xyz,7,C,294.207,70.447
mol_0457_0001.xyz,5,C,319.9,49.302
mol_0458_0001.xyz,3,C,393.947,62.577
mol_0461_0001.xyz,11,C,273.371,56.452
mol_0464_0001.xyz,23,C,436.781,49.811
mol_0465_0001.xyz,11,C,240.87,60.403
mol_0466_0001.xyz,25,C,380.386,54.472
mol_0467_0001.xyz,2,C,302.837,61.967
mol_0469_0001.xyz,13,C,290.293,45.447
mol_0470_0001.xyz,2,C,308.893,54.402
mol_0474_0001.xyz,18,C,348.538,67.216
mol_0475_0001.xyz,4,C,290.956,52.345
mol_0476_0001.xyz,24,C,343.804,60.763
mol_0478_0001.xyz,11,C,352.279,48.166
mol_0480_0001.xyz,23,C,399.74,58.575
mol_0484_0001.xyz,11,C,323.683,44.732
mol_0485_0001.xyz,24,C,378.166,48.884
mol_0488_0001.xyz,2,C,368.454,69.453
mol_0489_0001.xyz,21,C,345.217,47.997
mol_0493_0001.xyz,18,C,278.266,44.25
mol_0495_0001.xyz,13,C,218.328,52.452
mol_0499_0001.xyz,17,C,306.037,62.302
mol_0016_0001.xyz,20,Cl,338.694,35.451
mol_0023_0001.xyz,28,Cl,393.521,39.373
mol_0026_0001.xyz,7,Cl,314.463,42.522
mol_0033_0001.xyz,25,Cl,416.562,35.231
mol_0044_0001.xyz,22,Cl,369.536,35.377
mol_0065_0001.xyz,28,Cl,421.736,47.544
mol_0067_0001.xyz,23,Cl,462.243,35.427
mol_0097_0001.xyz,11,Cl,365.788,40.149
mol_0101_0001.xyz,27,Cl,458.78,38.895
mol_0107_0001.xyz,14,Cl,250.834,35.495
mol_0122_0001.xyz,6,Cl,196.724,35.69
mol_0124_0001.xyz,10,Cl,230.393,35.471
mol_0130_0001.xyz,8,Cl,417.365,39.402
mol_0139_0001.xyz,11,Cl,270.396,35.342
mol_0148_0001.xyz,11,Cl,349.612,37.526
mol_0160_0001.xyz,19,Cl,271.3,39.384
mol_0179_0001.xyz,9,Cl,257.728,35.233
mol_0196_0001.xyz,20,Cl,322.692,35.388
mol_0200_0001.xyz,12,Cl,296.272,35.455
mol_0223_0001.xyz,15,Cl,385.934,35.426
mol_0227_0001.xyz,19,Cl,352.42,40.086
mol_0228_0001.xyz,12,Cl,363.797,48.222
mol_0232_0001.xyz,23,Cl,434.474,48.172
mol_0255_0001.xyz,21,Cl,403.0,41.113
mol_0265_0001.xyz,13,Cl,286.937,35.469
mol_0276_0001.xyz,23,Cl,366.233,35.481
mol_0280_0001.xyz,14,Cl,258.403,35.381
mol_0296_0001.xyz,14,Cl,271.658,35.285
mol_0298_0001.xyz,13,Cl,245.379,35.455
mol_0301_0001.xyz,24,Cl,390.382,37.896
mol_0303_0001.xyz,23,Cl,406.97,42.847
mol_0330_0001.xyz,21,Cl,411.978,42.324
mol_0344_0001.xyz,20,Cl,327.369,35.399
mol_0356_0001.xyz,20,Cl,340.06,38.007
mol_0362_0001.xyz,14,Cl,414.243,35.421
mol_0371_0001.xyz,24,Cl,338.56,42.992
mol_0372_0001.xyz,16,Cl,360.267,35.49
mol_0379_0001.xyz,19,Cl,271.716,46.578
mol_0396_0001.xyz,24,Cl,344.851,45.094
mol_0399_0001.xyz,23,Cl,348.994,38.71
mol_0401_0001.xyz,16,Cl,317.121,34.284
mol_0421_0001.xyz,10,Cl,199.206,33.482
mol_0423_0001.xyz,21,Cl,346.052,37.037
mol_0435_0001.xyz,18,Cl,317.51,35.469
mol_0448_0001.xyz,20,Cl,299.425,40.545
mol_0450_0001.xyz,18,Cl,374.018,35.438
mol_0455_0001.xyz,14,Cl,264.541,35.293
mol_0470_0001.xyz,15,Cl,309.12,35.467
mol_0486_0001.xyz,16,Cl,273.384,39.657
mol_0499_0001.xyz,16,Cl,304.632,36.612
mol_0010_0001.xyz,21,F,331.607,33.275
mol_0020_0001.xyz,24,F,366.01,43.982
mol_0027_0001.xyz,7,F,335.347,34.925
mol_0029_0001.xyz,23,F,340.585,37.838
mol_0031_0001.xyz,11,F,298.972,33.216
mol_0032_0001.xyz,22,F,328.656,36.761
mol_0037_0001.xyz,27,F,397.295,39.626
mol_0042_0001.xyz,8,F,314.385,33.206
mol_0057_0001.xyz,13,F,242.72,33.222
mol_0058_0001.xyz,23,F,356.853,44.82
mol_0067_0001.xyz,9,F,460.236,33.171
mol_0072_0001.xyz,27,F,400.493,41.068
mol_0086_0001.xyz,18,F,339.297,33.241
mol_0091_0001.xyz,21,F,349.965,40.752
mol_0094_0001.xyz,18,F,362.692,33.175
mol_0098_0001.xyz,1,F,346.357,33.244
mol_0119_0001.xyz,19,F,322.275,39.644
mol_0128_0001.xyz,19,F,370.734,49.016
mol_0129_0001.xyz,21,F,341.313,33.321
mol_0130_0001.xyz,28,F,414.684,46.119
mol_0142_0001.xyz,23,F,349.902,33.251
mol_0150_0001.xyz,24,F,384.103,33.258
mol_0151_0001.xyz,18,F,281.06,31.422
mol_0156_0001.xyz,3,F,335.648,38.447
mol_0157_0001.xyz,19,F,303.477,38.04
mol_0159_0001.xyz,23,F,354.174,33.246
mol_0165_0001.xyz,12,F,421.827,33.314
mol_0167_0001.xyz,10,F,291.693,33.235
mol_0177_0001.xyz,19,F,314.738,38.163
mol_0179_0001.xyz,12,F,258.64,36.689
mol_0183_0001.xyz,18,F,265.619,42.809
mol_0184_0001.xyz,21,F,343.351,37.58
mol_0189_0001.xyz,24,F,364.964,48.899
mol_0192_0001.xyz,17,F,279.038,43.988
mol_0195_0001.xyz,16,F,413.492,33.249
mol_0215_0001.xyz,16,F,255.114,45.196
mol_0218_0001.xyz,23,F,360.526,41.845
mol_0221_0001.xyz,17,F,286.049,48.216
mol_0226_0001.xyz,23,F,386.836,33.214
mol_0227_0001.xyz,16,F,353.183,33.195
mol_0229_0001.xyz,12,F,305.545,45.053
mol_0246_0001.xyz,23,F,335.486,41.493
mol_0259_0001.xyz,25,F,370.387,33.305
mol_0260_0001.xyz,17,F,276.643,40.193
mol_0265_0001.xyz,10,F,286.424,35.741
mol_0269_0001.xyz,14,F,318.883,35.295
mol_0279_0001.xyz,12,F,350.196,33.248
mol_0282_0001.xyz,22,F,363.269,33.183
mol_0283_0001.xyz,25,F,357.048,46.317
mol_0286_0001.xyz,11,F,320.341,33.28
mol_0293_0001.xyz,15,F,260.971,39.647
mol_0294_0001.xyz,12,F,204.809,33.206
mol_0300_0001.xyz,15,F,337.565,33.219
mol_0305_0001.xyz,17,F,460.694,33.298
mol_0306_0001.xyz,23,F,351.464,37.775
mol_0314_0001.xyz,21,F,296.178,45.97
mol_0315_0001.xyz,16,F,309.682,33.168
mol_0321_0001.xyz,23,F,404.421,33.175
mol_0322_0001.xyz,17,F,355.53,35.716
mol_0324_0001.xyz,22,F,359.556,40.236
mol_0327_0001.xyz,20,F,422.977,34.647
mol_0335_0001.xyz,22,F,333.978,40.856
mol_0337_0001.xyz,15,F,316.547,36.957
mol_0338_0001.xyz,17,F,349.625,46.09
mol_0339_0001.xyz,19,F,417.97,33.08
mol_0353_0001.xyz,22,F,372.009,37.999
mol_0357_0001.xyz,22,F,344.508,33.259
mol_0375_0001.xyz,22,F,381.54,37.108
mol_0377_0001.xyz,28,F,372.236,46.574
mol_0381_0001.xyz,19,F,353.017,33.115
mol_0382_0001.xyz,24,F,350.431,33.251
mol_0383_0001.xyz,3,F,255.602,37.097
mol_0387_0001.xyz,6,F,361.563,40.983
mol_0391_0001.xyz,19,F,306.565,37.235
mol_0392_0001.xyz,24,F,390.532,42.065
mol_0396_0001.xyz,21,F,343.571,33.203
mol_0402_0001.xyz,21,F,464.487,48.1
mol_0404_0001.xyz,19,F,303.511,50.805
mol_0412_0001.xyz,21,F,370.019,44.123
mol_0417_0001.xyz,18,F,308.756,39.592
mol_0419_0001.xyz,19,F,404.797,33.152
mol_0422_0001.xyz,13,F,319.547,33.201
