
   ·▄▄▄▄  ▄▄▄▄· .▄▄ ·▄▄▄▄▄▄▄▄ . ▄▄▄·
   ██▊ ██ ▐█ ▀█▊▐█ ▀.•██  ▀▄.▀·▐█ ▄█
   ▐█· ▐█▌▐█▀▀█▄▄▀▀▀█▄▐█.▊▐▀▀▊▄ ██▀·
   ██. ██ ██▄▊▐█▐█▄▊▐█▐█▌·▐█▄▄▌▐█▊·•
   ▀▀▀▀▀• ·▀▀▀▀  ▀▀▀▀ ▀▀▀  ▀▀▀ .▀   

   Buried volume (Vbur) will be computed
   Using a Cartesian grid-spacing of 0.0500 Angstrom
   Charry-Tkatchenko atomic radii will be scaled by 1.0
   Hydrogen atoms are included

                  File   Atom    R/Å    Mol_Vol     %V_Bur     %S_Bur
     mol_0377_0001.xyz      1   3.50     448.20      52.89       0.00
     mol_0378_0001.xyz      1   3.50     367.95      59.96       0.00
     mol_0379_0001.xyz      1   3.50     305.12      49.78       0.00
     mol_0380_0001.xyz      1   3.50     432.83      54.45       0.00
     mol_0381_0001.xyz      1   3.50     438.23      48.57       0.00
     mol_0382_0001.xyz      1   3.50     447.19      54.16       0.00
     mol_0383_0001.xyz      1   3.50     326.08      34.06       0.00
     mol_0384_0001.xyz      1   3.50     438.31      52.47       0.00
     mol_0385_0001.xyz      1   3.50     446.90      50.75       0.00
     mol_0386_0001.xyz      1   3.50     282.86      47.48       0.00
     mol_0387_0001.xyz      1   3.50     493.75      48.77       0.00
     mol_0388_0001.xyz      1   3.50     482.92      44.57       0.00
     mol_0389_0001.xyz      1   3.50     456.00      55.84       0.00
     mol_0390_0001.xyz      1   3.50     448.84      46.47       0.00
     mol_0391_0001.xyz      1   3.50     376.07      58.69       0.00
     mol_0392_0001.xyz      1   3.50     491.03      46.40       0.00
     mol_0393_0001.xyz      1   3.50     414.74      54.68       0.00
     mol_0394_0001.xyz      1   3.50     506.85      53.85       0.00
     mol_0395_0001.xyz      1   3.50     546.19      53.95       0.00
     mol_0396_0001.xyz      1   3.50     429.47      55.67       0.00
     mol_0397_0001.xyz      1   3.50     470.93      39.70       0.00
     mol_0398_0001.xyz      1   3.50     419.45      59.55       0.00
     mol_0399_0001.xyz      1   3.50     435.35      45.35       0.00
     mol_0400_0001.xyz      1   3.50     483.65      57.53       0.00
     mol_0401_0001.xyz      1   3.50     386.19      45.08       0.00
     mol_0402_0001.xyz      1   3.50     601.68      55.53       0.00
     mol_0403_0001.xyz      1   3.50     475.11      45.98       0.00
     mol_0404_0001.xyz      1   3.50     390.89      58.82       0.00
     mol_0405_0001.xyz      1   3.50     394.27      58.92       0.00
     mol_0406_0001.xyz      1   3.50     389.32      58.49       0.00
     mol_0407_0001.xyz      1   3.50     394.06      51.13       0.00
     mol_0408_0001.xyz      1   3.50     389.69      59.79       0.00
     mol_0409_0001.xyz      1   3.50     390.56      48.62       0.00
     mol_0410_0001.xyz      1   3.50     379.61      50.44       0.00
     mol_0411_0001.xyz      1   3.50     490.47      53.63       0.00
     mol_0412_0001.xyz      1   3.50     489.59      59.76       0.00
     mol_0413_0001.xyz      1   3.50     479.75      49.62       0.00
     mol_0414_0001.xyz      1   3.50     417.50      55.32       0.00
     mol_0415_0001.xyz      1   3.50     407.93      58.40       0.00
     mol_0416_0001.xyz      1   3.50     494.36      48.19       0.00
     mol_0417_0001.xyz      1   3.50     373.51      48.48       0.00
     mol_0418_0001.xyz      1   3.50     366.58      49.14       0.00
     mol_0419_0001.xyz      1   3.50     528.14      57.24       0.00
     mol_0420_0001.xyz      1   3.50     545.25      50.21       0.00
     mol_0421_0001.xyz      1   3.50     281.94      55.86       0.00
     mol_0422_0001.xyz      1   3.50     403.28      65.63       0.00
     mol_0423_0001.xyz      1   3.50     435.53      55.26       0.00
     mol_0424_0001.xyz      1   3.50     376.95      58.86       0.00
     mol_0425_0001.xyz      1   3.50     454.74      31.00       0.00
     mol_0426_0001.xyz      1   3.50     417.16      52.02       0.00
     mol_0427_0001.xyz      1   3.50     461.91      59.52       0.00
     mol_0428_0001.xyz      1   3.50     476.35      65.09       0.00
     mol_0429_0001.xyz      1   3.50     434.54      54.86       0.00
     mol_0430_0001.xyz      1   3.50     456.54      47.78       0.00
     mol_0431_0001.xyz      1   3.50     473.68      49.89       0.00
     mol_0432_0001.xyz      1   3.50     356.18      61.08       0.00
     mol_0433_0001.xyz      1   3.50     481.02      56.41       0.00
     mol_0434_0001.xyz      1   3.50     480.95      44.54       0.00
     mol_0435_0001.xyz      1   3.50     417.85      54.58       0.00
     mol_0436_0001.xyz      1   3.50     261.69      30.63       0.00
     mol_0437_0001.xyz      1   3.50     415.70      64.70       0.00
     mol_0438_0001.xyz      1   3.50     301.78      62.92       0.00
     mol_0439_0001.xyz      1   3.50     499.66      45.10       0.00
     mol_0440_0001.xyz      1   3.50     427.58      45.16       0.00
     mol_0441_0001.xyz      1   3.50     503.03      51.79       0.00
     mol_0442_0001.xyz      1   3.50     318.95      51.15       0.00
     mol_0443_0001.xyz      1   3.50     354.46      48.87       0.00
     mol_0444_0001.xyz      1   3.50     397.83      57.78       0.00
     mol_0445_0001.xyz      1   3.50     380.49      54.84       0.00
     mol_0446_0001.xyz      1   3.50     542.52      48.84       0.00
     mol_0447_0001.xyz      1   3.50     342.49      53.53       0.00
     mol_0448_0001.xyz      1   3.50     364.01      52.65       0.00
     mol_0449_0001.xyz      1   3.50     361.93      48.65       0.00
     mol_0450_0001.xyz      1   3.50     482.20      59.48       0.00
     mol_0451_0001.xyz      1   3.50     421.16      54.24       0.00
     mol_0453_0001.xyz      1   3.50     395.59      57.80       0.00
     mol_0454_0001.xyz      1   3.50     501.74      58.33       0.00
     mol_0455_0001.xyz      1   3.50     314.78      40.87       0.00
     mol_0456_0001.xyz      1   3.50     360.23      58.10       0.00
     mol_0457_0001.xyz      1   3.50     393.93      51.23       0.00
     mol_0458_0001.xyz      1   3.50     518.02      50.85       0.00
     mol_0459_0001.xyz      1   3.50     532.97      53.91       0.00
     mol_0460_0001.xyz      1   3.50     413.43      51.99       0.00
     mol_0461_0001.xyz      1   3.50     382.24      45.52       0.00
     mol_0462_0001.xyz      1   3.50     361.95      61.64       0.00
     mol_0463_0001.xyz      1   3.50     495.96      45.09       0.00
     mol_0464_0001.xyz      1   3.50     565.04      45.09       0.00
     mol_0465_0001.xyz      1   3.50     333.93      55.19       0.00
     mol_0466_0001.xyz      1   3.50     472.20      48.66       0.00
     mol_0467_0001.xyz      1   3.50     392.56      57.60       0.00
     mol_0468_0001.xyz      1   3.50     362.04      62.87       0.00
     mol_0469_0001.xyz      1   3.50     385.09      54.15       0.00
     mol_0470_0001.xyz      1   3.50     374.54      56.62       0.00
     mol_0471_0001.xyz      1   3.50     532.47      58.93       0.00
     mol_0472_0001.xyz      1   3.50     342.80      49.61       0.00
     mol_0473_0001.xyz      1   3.50     409.27      45.09       0.00
     mol_0474_0001.xyz      1   3.50     469.14      60.98       0.00
     mol_0475_0001.xyz      1   3.50     386.22      53.04       0.00
     mol_0476_0001.xyz      1   3.50     421.76      48.66       0.00
     mol_0477_0001.xyz      1   3.50     579.53      68.18       0.00
     mol_0478_0001.xyz      1   3.50     436.68      46.26       0.00
     mol_0479_0001.xyz      1   3.50     515.50      45.08       0.00
     mol_0480_0001.xyz      1   3.50     506.31      55.74       0.00
     mol_0481_0001.xyz      1   3.50     402.50      43.84       0.00
     mol_0482_0001.xyz      1   3.50     451.89      61.87       0.00
     mol_0483_0001.xyz      1   3.50     409.34      54.39       0.00
     mol_0484_0001.xyz      1   3.50     433.72      44.60       0.00
     mol_0485_0001.xyz      1   3.50     497.49      63.60       0.00
     mol_0486_0001.xyz      1   3.50     355.30      55.74       0.00
     mol_0487_0001.xyz      1   3.50     508.66      50.47       0.00
     mol_0488_0001.xyz      1   3.50     485.09      63.54       0.00
     mol_0489_0001.xyz      1   3.50     433.36      48.39       0.00
     mol_0490_0001.xyz      1   3.50     472.38      47.95       0.00
     mol_0491_0001.xyz      1   3.50     541.36      47.08       0.00
     mol_0492_0001.xyz      1   3.50     429.32      44.83       0.00
     mol_0493_0001.xyz      1   3.50     360.25      51.99       0.00
     mol_0494_0001.xyz      1   3.50     401.13      57.98       0.00
     mol_0495_0001.xyz      1   3.50     293.65      48.61       0.00
     mol_0496_0001.xyz      1   3.50     362.97      45.10       0.00
     mol_0497_0001.xyz      1   3.50     347.57      48.83       0.00
     mol_0498_0001.xyz      1   3.50     425.84      61.67       0.00
     mol_0499_0001.xyz      1   3.50     353.17      50.02       0.00
   ------------------------------------------------------------------
